CódigoItem,Descricao,Cidade Entrega,UF,Data Emissão NF,Valor
23405260232,LILTURYDO_W-110T,Cáceres,MT,2016-06-24,97740.0000000
37520940249,LILTURYDO_. 2015,Lagoa Vermelha,RS,2016-04-15,60593.8050000
21358730232,LILTURYDO_W-150T,Paragominas,PA,2016-04-18,169803.0000000
10599860229,LYNCYDORY_C-8511,Vila Rica,MT,2019-02-01,92287.6200000
21422470232,LILTURYDO_W-175T,Dom Eliseu,PA,2016-09-26,198342.0000000
23405260232,LILTURYDO_W-110T,Gurupi,TO,2016-03-28,93625.2000000
35495670244,LILTURYDO_A INOW,São Lourenço do Oeste,SC,2016-05-12,79974.0000000
19418150228,VERTICYL _ICCOLA,São Lourenço do Oeste,SC,2016-06-24,26460.0000000
22317440231,LILTURYDO_RW-65T,São Lourenço do Oeste,SC,2016-07-29,53924.4000000
43388850255,LILTURYDO_ANDARD,São Lourenço do Oeste,SC,2016-10-20,55080.0000000
21422470232,LILTURYDO_W-175T,Ituverava,SP,2016-06-17,187326.0000000
22317440231,LILTURYDO_RW-65T,Lucas do Rio Verde,MT,2016-05-06,51408.0000000
21422470232,LILTURYDO_W-175T,Mirador,PR,2016-04-01,176706.3600000
28666900240,LILTURYDO_RW-85T,Mirador,PR,2019-11-14,86805.0000000
29661050241,LILTURYDO_W-110T,Mirador,PR,2019-11-14,112995.0000000
37425400248,LILTURYDO_HIDR.1,Buritama,SP,2017-01-23,280243.5354000
37458030248,LILTURYDO_HIDR.1,Aruanã,GO,2016-06-01,378000.0000000
37458030248,LILTURYDO_HIDR.1,Aruanã,GO,2016-06-01,378000.0000000
37458030248,LILTURYDO_HIDR.1,Aruanã,GO,2016-06-01,378000.0000000
37458030248,LILTURYDO_HIDR.1,Aruanã,GO,2016-07-01,378000.0000000
37458030248,LILTURYDO_HIDR.1,Aruanã,GO,2016-07-01,378000.0000000
36632000247,LILTURYDO_ HYDRO,Aruanã,GO,2018-03-21,380862.0000000
43388850255,LILTURYDO_ANDARD,Delta,MG,2017-09-18,64800.0000000
27477740241,LILTURYDO_INI 16,Goiás,GO,2016-05-06,31860.0000000
27462310238,LOIHEDORY_ SUPER,Unaí,MG,2016-05-17,22342.5000000
27462680238,LOIHEDORY_ SUPER,Santo Augusto,RS,2016-06-21,17609.4000000
40520920251,LILTURYDO_O 2015,Santo Augusto,RS,2016-08-17,60858.0000000
24474120233,VERTICYL _A 2013,Santo Augusto,RS,2016-11-09,36072.0000000
47531160266,DIOKRIBUI_. 2015,Santo Augusto,RS,2017-03-31,35802.0000000
21599920240,LYNCYDORY_NIZADA,Santo Augusto,RS,2017-05-31,40446.0000000
27462680238,LOIHEDORY_ SUPER,Jataí,GO,2016-06-30,18090.0000000
24509080234,DIOKRIBUI_ 45 SC,Jataí,GO,2017-04-04,27522.1800000
24509080234,DIOKRIBUI_ 45 SC,Jataí,GO,2017-04-04,32424.8400000
21358730232,LILTURYDO_W-150T,Campo Verde,MT,2016-08-24,116100.0000000
22558630231,LILTURYDO_RW-65T,Matupá,MT,2016-10-10,53773.3350000
21541760231,DIOKRIBUI_DER 20,Matupá,MT,2016-11-16,15408.9000000
44572620253,LILTURYDO_T INOW,Juscimeira,MT,2016-08-24,89802.0000000
43388850255,LILTURYDO_ANDARD,Orleans,SC,2018-02-27,57043.4400000
43388850255,LILTURYDO_ANDARD,Orleans,SC,2018-04-16,56678.6700000
24474120233,VERTICYL _A 2013,Cruz Alta,RS,2016-06-09,36066.6000000
40520920251,LILTURYDO_O 2015,Cruz Alta,RS,2016-06-09,60858.0000000
43388850255,LILTURYDO_ANDARD,Cruz Alta,RS,2017-01-30,54918.0000000
23405260232,LILTURYDO_W-110T,Piracicaba,SP,2016-08-02,84186.0000000
19418150228,VERTICYL _ICCOLA,Piracicaba,SP,2019-04-16,29430.0000000
27462310238,LOIHEDORY_ SUPER,Tomé-Açu,PA,2016-10-26,24030.0000000
21606500232,LILTURYDO_W-200T,Tomé-Açu,PA,2017-04-28,227475.0000000
21626670232,LILTURYDO_W-200T,Tomé-Açu,PA,2018-01-31,202500.0000000
40520920251,LILTURYDO_O 2015,Votuporanga,SP,2016-06-17,53146.2600000
19613080228,VERTICYL _ICCOLA,Votuporanga,SP,2017-11-20,34533.0000000
30602310239,LILTURYDO_ RW-65,Votuporanga,SP,2018-01-30,49728.6000000
24649260236,LILTURYDO_MIW 65,Votuporanga,SP,2018-09-13,45541.4400000
27601630239,LILTURYDO_ 65 AC,Votuporanga,SP,2019-01-21,60480.0000000
20625940231,LILTURYDO_RW-150,Bonfim,RR,2018-01-29,129600.0000000
22556650231,LILTURYDO_RW-110,Unaí,MG,2016-06-29,98280.0000000
24471600236,LILTURYDO_MIW 80,Curvelo,MG,2016-08-03,50949.5400000
29152260239,MOINHO DE_ USADO,Itumbiara,GO,2016-08-04,121500.0000000
21358730232,LILTURYDO_W-150T,Mãe do Rio,PA,2016-10-14,174671.1000000
25372010237,LILTURYDO_IW 150,Mãe do Rio,PA,2017-02-03,89100.0000000
25372010237,LILTURYDO_IW 150,Mãe do Rio,PA,2017-03-06,89100.0000000
20599780231,LILTURYDO_RW-150,Mãe do Rio,PA,2017-03-13,174671.1000000
27462310238,LOIHEDORY_ SUPER,Verê,PR,2016-08-26,22680.0000000
25692840237,LILTURYDO_IW 140,São Mateus do Sul,PR,2020-07-07,83700.0000000
18682690231,LILTURYDO_RW-150,Santa Maria das Barreiras,PA,2020-04-16,139590.0000000
18682690231,LILTURYDO_RW-150,Porteirão,GO,2020-04-24,139590.0000000
24474120233,VERTICYL _A 2013,Conceição do Araguaia,PA,2016-09-01,47520.0000000
37520940249,LILTURYDO_. 2015,Carazinho,RS,2016-07-11,60615.0000000
28600240239,LILTURYDO_ 40 AC,Carazinho,RS,2017-02-15,60858.0000000
32664050241,LILTURYDO_M 20AC,Carazinho,RS,2019-12-23,24747.1200000
22558630231,LILTURYDO_RW-65T,Marabá,PA,2016-08-03,63941.4000000
28520900239,LILTURYDO_ 25 AC,Ribeirão Preto,SP,2016-08-18,40462.7400000
27462310238,LOIHEDORY_ SUPER,São Luiz Gonzaga,RS,2017-01-23,21805.2000000
32520880251,LYNCYDORY_. 2015,Chapadão do Sul,MS,2016-10-06,73440.0000000
34631000245,LILTURYDO_ HYDRO,Querência,MT,2018-07-20,306555.3000000
26648270237,LILTURYDO_IW 270,Querência,MT,2020-05-28,279369.0000000
26648270237,LILTURYDO_IW 270,Querência,MT,2020-06-16,279369.0000000
37499700256,DIOKRIBUI_NIZADO,Espumoso,RS,2017-01-12,21438.0000000
28520900239,LILTURYDO_ 25 AC,Espumoso,RS,2017-01-31,45684.0000000
27600660238,LOIHEDORY_ SUPER,Espumoso,RS,2019-03-28,23419.8000000
43662680252,LILTURYDO_IONADA,Espumoso,RS,2019-12-23,32134.3200000
43664180252,LILTURYDO_IONADA,Espumoso,RS,2019-12-23,28440.7200000
24519600234,DIOKRIBUI_ 75 SC,Colina,SP,2018-06-06,32400.0000000
20601120231,LOIHEDORY_ 180AP,Porto União,SC,2017-06-30,29041.2000000
27477740241,LILTURYDO_INI 16,Passos,MG,2017-10-20,27000.0000000
22556650231,LILTURYDO_RW-110,Boa Vista,RR,2016-09-14,121375.8000000
40520920251,LILTURYDO_O 2015,Vila Flores,RS,2016-09-13,57743.9874000
27462310238,LOIHEDORY_ SUPER,Água Doce,SC,2016-10-27,25110.0000000
22558630231,LILTURYDO_RW-65T,Ourém,PA,2016-10-24,75501.1800000
27462310238,LOIHEDORY_ SUPER,Irineópolis,SC,2016-10-14,20090.7000000
21541760231,DIOKRIBUI_DER 20,Ariquemes,RO,2016-11-16,11026.2600000
30602310239,LILTURYDO_ RW-65,Ariquemes,RO,2017-06-07,52930.8000000
21541760231,DIOKRIBUI_DER 20,Bagé,RS,2016-12-15,15473.1600000
2447412B1E0I0L0M2P0R20233,VERTICYL _A 2013,Bagé,RS,2017-03-10,33038.0856000
27462310238,LOIHEDORY_ SUPER,Bagé,RS,2017-03-10,19522.1016000
19601070228,VERTICYL _ICCOLA,Bagé,RS,2017-05-04,40750.7490000
21541760231,DIOKRIBUI_DER 20,Matupá,MT,2016-11-30,11026.2600000
21541760231,DIOKRIBUI_DER 20,Acreúna,GO,2016-12-14,18282.7800000
19418150228,VERTICYL _ICCOLA,Itarantim,BA,2017-03-08,25195.3200000
37499700256,DIOKRIBUI_NIZADO,Itarantim,BA,2017-03-08,20952.0000000
19418150228,VERTICYL _ICCOLA,Itarantim,BA,2017-08-09,26762.4000000
19418150228,VERTICYL _ICCOLA,Itarantim,BA,2017-08-09,29122.2000000
19418150228,VERTICYL _ICCOLA,São Roque de Minas,MG,2016-11-10,25205.3154000
10599840229,LYNCYDORY_C-8511,Buritis,MG,2020-07-30,71874.0000000
2447412B1E0I0L0M2P0R20233,VERTICYL _A 2013,São João do Oeste,SC,2017-01-18,36072.0000000
28600210239,LILTURYDO_ 25 AC,São João do Oeste,SC,2018-05-17,44496.0000000
28651320239,LILTURYDO_ 40 AC,São João do Oeste,SC,2018-10-30,49680.0000000
28659470239,LILTURYDO_ 25 AC,São João do Oeste,SC,2019-08-22,40284.0000000
43662680252,LILTURYDO_IONADA,São João do Oeste,SC,2019-09-27,32135.4000000
32654150241,LILTURYDO_M 20AC,São João do Oeste,SC,2019-09-27,28441.8000000
27660390239,LILTURYDO_ 65 AC,São João do Oeste,SC,2019-09-27,62100.0000000
28673960239,LILTURYDO_ 25 AC,São João do Oeste,SC,2019-11-29,43686.0000000
28659480239,LILTURYDO_ 40 AC,São João do Oeste,SC,2019-11-29,49194.0000000
19653100228,VERTICYL _ICCOLA,São João do Oeste,SC,2020-05-13,35100.0000000
27660390239,LILTURYDO_ 65 AC,São João do Oeste,SC,2020-05-15,62100.0000000
28659470239,LILTURYDO_ 25 AC,São João do Oeste,SC,2020-07-27,41959.6200000
28659470239,LILTURYDO_ 25 AC,São João do Oeste,SC,2020-08-28,41959.6200000
24509080234,DIOKRIBUI_ 45 SC,Ituiutaba,MG,2017-02-24,31320.0000000
19418150228,VERTICYL _ICCOLA,Ituiutaba,MG,2018-05-25,28521.1800000
27309630238,LILTURYDO_MAMMUT,São Carlos,SP,2018-05-23,108000.0000000
36135550248,LILTURYDO_W 1103,São Carlos,SP,2018-05-23,5400.0000000
37499700256,DIOKRIBUI_NIZADO,Arapoti,PR,2017-02-17,19712.7000000
31520890250,LYNCYDORY_. 2015,Cristalina,GO,2017-02-21,33180.3000000
27617150236,LILTURYDO_T INOW,Cristalina,GO,2017-08-09,69425.6400000
27600650238,LOIHEDORY_ SUPER,Cristalina,GO,2017-11-28,18900.0000000
19418150228,VERTICYL _ICCOLA,Cristalina,GO,2018-09-13,28350.0000000
19418150228,VERTICYL _ICCOLA,Cristalina,GO,2019-08-07,28074.6000000
43670530252,LILTURYDO_IONADA,Cristalina,GO,2019-10-25,34587.0000000
27667050239,LILTURYDO_ 65 AC,Cristalina,GO,2019-12-13,57090.4200000
19653100228,VERTICYL _ICCOLA,Cristalina,GO,2020-05-27,37405.8000000
28657800239,LILTURYDO_ 40 AC,Cristalina,GO,2020-08-13,45900.0000000
27600800239,LILTURYDO_ RW-85,Iturama,MG,2017-08-18,71171.0550000
21618620231,DIOKRIBUI_DER 20,Iturama,MG,2018-08-23,17562.9600000
21618620231,DIOKRIBUI_DER 20,Iturama,MG,2018-08-31,17562.9600000
28657770240,LILTURYDO_RW-65T,Iturama,MG,2019-02-27,63180.0000000
27477740241,LILTURYDO_INI 16,Pinhalzinho,SC,2017-01-13,27388.8000000
35495670244,LILTURYDO_A INOW,Guaraí,TO,2017-01-25,84402.0000000
40520920251,LILTURYDO_O 2015,Casca,RS,2017-02-01,55944.0000000
43662680252,LILTURYDO_IONADA,Casca,RS,2019-12-23,32134.3200000
43664180252,LILTURYDO_IONADA,Casca,RS,2019-12-23,28440.7200000
27462310238,LOIHEDORY_ SUPER,Ibirubá,RS,2017-01-23,21805.2000000
27477740241,LILTURYDO_INI 16,Ibirubá,RS,2017-02-08,27388.8000000
27477740241,LILTURYDO_INI 16,Passo Fundo,RS,2017-03-07,27388.8000000
43388850255,LILTURYDO_ANDARD,Passo Fundo,RS,2018-10-25,58496.0400000
10599840229,LYNCYDORY_C-8511,Passo Fundo,RS,2019-10-31,57402.0000000
20341920231,LOIHEDORY_ 150AP,Correntina,BA,2017-02-20,26956.8000000
21541760231,DIOKRIBUI_DER 20,Correntina,BA,2017-05-04,16805.8800000
20601990231,LOIHEDORY_ 150AP,Correntina,BA,2017-05-05,28188.0000000
30604730239,LILTURYDO_ RW-85,Correntina,BA,2017-05-05,66690.0000000
21541760231,DIOKRIBUI_DER 20,Correntina,BA,2017-05-26,16805.8800000
21541760231,DIOKRIBUI_DER 20,Correntina,BA,2017-07-05,16805.8800000
27641980239,LILTURYDO_ RW-65,Correntina,BA,2018-08-08,56347.9200000
20601990231,LOIHEDORY_ 150AP,Correntina,BA,2018-12-06,28085.4000000
25690810236,LILTURYDO_MIW 25,Correntina,BA,2020-06-17,29516.4000000
21541760231,DIOKRIBUI_DER 20,Goiatuba,GO,2017-02-21,15861.0960000
30600770239,LILTURYDO_ RW-85,Goiatuba,GO,2017-06-23,66798.0000000
19418150228,VERTICYL _ICCOLA,Santa Maria da Vitória,BA,2017-04-05,28188.0000000
43388850255,LILTURYDO_ANDARD,Santa Maria da Vitória,BA,2017-04-05,49410.0000000
27600650238,LOIHEDORY_ SUPER,Santa Maria da Vitória,BA,2017-05-16,19280.7000000
30602300239,LILTURYDO_ RW-65,Santa Maria da Vitória,BA,2017-07-17,53816.4000000
28600140240,LILTURYDO_RW-110,Urucuia,MG,2017-06-08,131220.0000000
10599840229,LYNCYDORY_C-8511,Urucuia,MG,2017-07-19,59400.0000000
24519600234,DIOKRIBUI_ 75 SC,Juína,MT,2017-01-19,27000.0000000
19418150228,VERTICYL _ICCOLA,Senhor do Bonfim,BA,2017-03-01,37437.6600000
30688350239,LILTURYDO_ VM-70,Senhor do Bonfim,BA,2020-06-16,51300.0000000
19601070228,VERTICYL _ICCOLA,Catanduva,SP,2017-02-24,32889.2400000
20341920231,LOIHEDORY_ 150AP,Braço do Norte,SC,2017-02-16,31871.3400000
46485420256,HYYBUSTER_100031,Cotegipe,BA,2017-03-03,213170.9400000
27600660238,LOIHEDORY_ SUPER,Ituporanga,SC,2017-05-29,22745.3400000
27600650238,LOIHEDORY_ SUPER,Ituporanga,SC,2017-07-11,22082.9220000
27600040238,LOIHEDORY_ SUPER,Ituporanga,SC,2017-07-31,24558.3144000
43668640252,LILTURYDO_IONADA,Rio do Oeste,SC,2020-05-06,31838.9400000
30605640239,LILTURYDO_ RW-65,Orlândia,SP,2017-05-08,57898.8000000
25453920237,LILTURYDO_IW 120,Chapadão do Sul,MS,2017-05-18,83381.4000000
24509080234,DIOKRIBUI_ 45 SC,Chapadão do Sul,MS,2017-10-18,37974.4200000
19613080228,VERTICYL _ICCOLA,Chapadão do Sul,MS,2018-03-28,38772.0000000
21541760231,DIOKRIBUI_DER 20,Ipiaçu,MG,2017-03-24,22627.0800000
14520050226,VERTICYL _0 TWIN,Inhaúma,MG,2017-03-22,109080.0000000
15450090227,VERTICYL _T TWIN,Inhaúma,MG,2018-05-28,109080.0000000
19613080228,VERTICYL _ICCOLA,Ponta Porã,MS,2017-08-23,38923.2000000
20601990231,LOIHEDORY_ 150AP,Teixeira de Freitas,BA,2017-05-17,30648.2400000
21541760231,DIOKRIBUI_DER 20,São José do Rio Preto,SP,2017-05-11,14580.0000000
27601630239,LILTURYDO_ 65 AC,Paraí,RS,2017-06-13,66204.0000000
44572620253,LILTURYDO_T INOW,Itinga do Maranhão,MA,2017-09-13,84898.8000000
20612810231,LILTURYDO_RW-150,Mundo Novo,GO,2017-06-02,160920.0000000
24609340234,DIOKRIBUI_ 75 SC,Mundo Novo,GO,2019-02-13,51840.0000000
21541760231,DIOKRIBUI_DER 20,Simolândia,GO,2017-05-11,24013.2600000
30600770239,LILTURYDO_ RW-85,São João d'Aliança,GO,2017-09-28,87750.0000000
27600800239,LILTURYDO_ RW-85,Sonora,MS,2017-06-23,67500.0000000
22556650231,LILTURYDO_RW-110,Bocaiúva,MG,2017-07-04,101320.2000000
31520890250,LYNCYDORY_. 2015,Gurinhém,PB,2017-06-28,52034.4000000
21541760231,DIOKRIBUI_DER 20,Alto Boa Vista,MT,2017-06-22,18511.2000000
24509080234,DIOKRIBUI_ 45 SC,Alto Boa Vista,MT,2017-06-22,41499.5400000
15450090227,VERTICYL _T TWIN,Nova Andradina,MS,2017-07-20,138240.0000000
10599840229,LYNCYDORY_C-8511,Vacaria,RS,2017-08-03,64656.1224000
27600800239,LILTURYDO_ RW-85,Presidente Médici,RO,2017-06-29,71280.0000000
27600800239,LILTURYDO_ RW-85,Vale do Paraíso,RO,2017-08-09,71280.0000000
30600770239,LILTURYDO_ RW-85,São Domingos do Araguaia,PA,2017-07-31,79191.0000000
43388850255,LILTURYDO_ANDARD,Mateiros,TO,2017-10-31,66690.0000000
37425400248,LILTURYDO_HIDR.1,Caseara,TO,2017-12-26,301378.3200000
20601990231,LOIHEDORY_ 150AP,Nossa Senhora do Socorro,SE,2017-07-19,29100.6000000
27600800239,LILTURYDO_ RW-85,Castanheiras,RO,2017-07-03,71280.0000000
21541760231,DIOKRIBUI_DER 20,Dom Pedrito,RS,2017-11-06,17280.0000000
20599780231,LILTURYDO_RW-150,São Miguel do Araguaia,GO,2017-07-25,136890.0000000
29661050241,LILTURYDO_W-110T,Itaberaí,GO,2019-05-09,111377.1600000
27600660238,LOIHEDORY_ SUPER,Chapada Gaúcha,MG,2017-08-03,25488.0000000
19601060228,VERTICYL _ICCOLA,Chapada Gaúcha,MG,2017-09-14,40500.0000000
24509080234,DIOKRIBUI_ 45 SC,Divinópolis do Tocantins,TO,2017-07-10,39524.2200000
31600150240,LILTURYDO_RW-110,Divinópolis do Tocantins,TO,2017-07-10,101634.4800000
24608330234,DIOKRIBUI_ 45 SC,Divinópolis do Tocantins,TO,2020-05-29,37800.0000000
30602310239,LILTURYDO_ RW-65,Campo Alegre de Goiás,GO,2017-07-19,64800.0000000
22327200233,SEGYDORY _O 2000,Olímpia,SP,2017-07-05,14346.4716000
31600150240,LILTURYDO_RW-110,Vilhena,RO,2018-07-31,94500.0000000
21618400230,LILTURYDO_ RW-40,Rondonópolis,MT,2017-07-28,53905.5000000
24519600234,DIOKRIBUI_ 75 SC,Itiquira,MT,2017-07-10,43200.0000000
27600800239,LILTURYDO_ RW-85,Colorado do Oeste,RO,2017-07-06,63072.0000000
21541760231,DIOKRIBUI_DER 20,Ji-Paraná,RO,2017-07-06,22263.1200000
27477740241,LILTURYDO_INI 16,Ji-Paraná,RO,2017-08-17,24302.7000000
28600170240,LILTURYDO_RW-110,Alcinópolis,MS,2017-07-21,113400.0000000
27600110238,LOIHEDORY_ SUPER,Brasília,DF,2017-07-21,28588.6800000
20601130231,LOIHEDORY_ 180AP,Brasília,DF,2018-02-16,36072.0000000
27600800239,LILTURYDO_ RW-85,Cristais Paulista,SP,2017-06-27,86400.0000000
30602310239,LILTURYDO_ RW-65,Sales Oliveira,SP,2017-08-09,59400.0000000
27601630239,LILTURYDO_ 65 AC,Abelardo Luz,SC,2017-07-31,70470.0000000
27600030238,LOIHEDORY_ SUPER,São Domingos do Maranhão,MA,2017-09-12,34223.0400000
30600770239,LILTURYDO_ RW-85,Nova Granada,SP,2018-03-07,63323.1000000
24609340234,DIOKRIBUI_ 75 SC,Goiânia,GO,2017-08-24,46513.9800000
15642540227,VERTICYL _T TWIN,Campo Verde,MT,2018-05-11,151200.0000000
18642940231,LILTURYDO_RW-150,Campo Verde,MT,2018-07-24,153900.0000000
15454370227,VERTICYL _C TWIN,Rio Pardo,RS,2017-12-29,196668.0000000
27620600239,LILTURYDO_ RW-65,Ji-Paraná,RO,2017-10-09,65880.0000000
27620600239,LILTURYDO_ RW-65,Ji-Paraná,RO,2018-05-30,65880.0000000
37425400248,LILTURYDO_HIDR.1,Rio Verde de Mato Grosso,MS,2017-08-03,294300.0000000
37425400248,LILTURYDO_HIDR.1,Rio Verde de Mato Grosso,MS,2017-08-03,294300.0000000
27477740241,LILTURYDO_INI 16,Uberaba,MG,2017-07-26,19116.0000000
21608160231,DIOKRIBUI_DER 20,São Gabriel,RS,2017-08-31,21654.0000000
27600800239,LILTURYDO_ RW-85,Ouro Preto do Oeste,RO,2017-08-25,81000.0000000
25453920237,LILTURYDO_IW 120,Ouro Preto do Oeste,RO,2018-04-24,81460.1340000
25453920237,LILTURYDO_IW 120,Ouro Preto do Oeste,RO,2019-04-03,83970.0000000
31600150240,LILTURYDO_RW-110,Uruaçu,GO,2017-08-08,84510.0000000
27600800239,LILTURYDO_ RW-85,Uruaçu,GO,2018-06-05,72209.1456000
30622050239,LILTURYDO_ RW-85,Paragominas,PA,2017-09-14,85833.0000000
28600170240,LILTURYDO_RW-110,Tangará da Serra,MT,2017-08-18,102330.0000000
21622460232,LILTURYDO_W-200T,Seringueiras,RO,2017-09-20,212760.0000000
28520900239,LILTURYDO_ 25 AC,Aceguá,RS,2017-09-04,57719.6820000
27600800239,LILTURYDO_ RW-85,Castanheiras,RO,2017-09-25,80994.6000000
31623210240,LILTURYDO_RW-110,Ananindeua,PA,2017-10-17,105597.0000000
21623330230,LILTURYDO_ RW-40,Ananindeua,PA,2017-10-18,64422.0000000
27602330239,LILTURYDO_ RW-65,Mogi-Guaçu,SP,2017-10-05,67500.0000000
24519600234,DIOKRIBUI_ 75 SC,Caarapó,MS,2017-09-21,54000.0000000
21618400230,LILTURYDO_ RW-40,Campo Grande,MS,2017-10-20,45570.6000000
30654080239,LILTURYDO_ RW-65,Campo Grande,MS,2018-12-04,63680.5800000
19418150228,VERTICYL _ICCOLA,Recife,PE,2017-09-29,30688.2000000
27602330239,LILTURYDO_ RW-65,Jaú,SP,2017-10-20,74142.0000000
19601070228,VERTICYL _ICCOLA,São Francisco de Itabapoana,RJ,2017-12-20,48060.0000000
27602330239,LILTURYDO_ RW-65,Getulina,SP,2017-10-26,74142.0000000
40520920251,LILTURYDO_O 2015,Capitão Enéas,MG,2017-09-26,52164.0000000
27600800239,LILTURYDO_ RW-85,Piracanjuba,GO,2017-11-17,84780.0000000
21427000227,VYGYO FOR_T 9000,São Carlos,SP,2017-09-29,20412.0000000
27477740241,LILTURYDO_INI 16,Castanheira,MT,2017-10-24,24192.0000000
40469860251,LILTURYDO_O 2013,Rio Verde,GO,2017-10-27,45360.0000000
27477740241,LILTURYDO_INI 16,Pontes e Lacerda,MT,2017-10-06,26460.0000000
26470830238,LILTURYDO_W 80CR,Cáceres,MT,2017-10-06,85428.0000000
27477740241,LILTURYDO_INI 16,Guaratinguetá,SP,2017-10-02,23436.0000000
27477740241,LILTURYDO_INI 16,Nova Crixás,GO,2017-09-29,24192.0000000
27602330239,LILTURYDO_ RW-65,Nova Crixás,GO,2018-07-31,63720.0000000
40520920251,LILTURYDO_O 2015,Espírito Santo do Turvo,SP,2017-10-06,41217.1200000
20341920231,LOIHEDORY_ 150AP,Brasília,DF,2017-12-19,24192.0000000
22317440231,LILTURYDO_RW-65T,Água Boa,MT,2017-10-05,64260.0000000
23405260232,LILTURYDO_W-110T,Indiara,GO,2017-10-02,84672.0000000
40469860251,LILTURYDO_O 2013,Martinho Campos,MG,2017-10-06,48600.0000000
27602330239,LILTURYDO_ RW-65,Ji-Paraná,RO,2017-11-20,55885.6098000
21669230231,DIOKRIBUI_DER 20,Ji-Paraná,RO,2020-03-02,17660.7000000
27662140239,LILTURYDO_ RW-85,Ji-Paraná,RO,2020-03-02,62073.0000000
27659990239,LILTURYDO_ RW-65,Ji-Paraná,RO,2020-03-04,51057.0000000
27662140239,LILTURYDO_ RW-85,Ji-Paraná,RO,2020-03-31,62073.0000000
27659990239,LILTURYDO_ RW-65,Ji-Paraná,RO,2020-04-08,51057.0000000
28668440239,LILTURYDO_ 40 AC,Ji-Paraná,RO,2020-07-22,41396.4000000
20601120231,LOIHEDORY_ 180AP,Ji-Paraná,RO,2020-07-22,28259.2800000
28668440239,LILTURYDO_ 40 AC,Ji-Paraná,RO,2020-07-22,41396.4000000
27600800239,LILTURYDO_ RW-85,Ji-Paraná,RO,2020-07-24,62850.6000000
27628240239,LILTURYDO_ RW-85,Ji-Paraná,RO,2020-07-29,63936.0000000
27659990239,LILTURYDO_ RW-65,Ji-Paraná,RO,2020-08-04,51683.4000000
27600800239,LILTURYDO_ RW-85,Ji-Paraná,RO,2020-08-04,62850.6000000
28650990240,LILTURYDO_RW-65T,Ji-Paraná,RO,2020-08-31,56357.1000000
27698700239,LILTURYDO_ 65 SC,Ji-Paraná,RO,2020-09-23,43875.0000000
28109120239,LOIHEDORY_ USADA,Arinos,MG,2017-10-20,26460.0000000
25372010237,LILTURYDO_IW 150,Alta Floresta,MT,2017-11-28,120555.0000000
28669910240,LILTURYDO_RW-85T,Itiquira,MT,2019-09-25,81237.6000000
20601120231,LOIHEDORY_ 180AP,Nova Monte Verde,MT,2017-11-28,36288.0000000
27477740241,LILTURYDO_INI 16,Guaraí,TO,2017-11-23,29303.1000000
27477740241,LILTURYDO_INI 16,Luziânia,GO,2018-04-06,24192.0000000
27600800239,LILTURYDO_ RW-85,José Bonifácio,SP,2017-12-15,72705.6000000
21541760231,DIOKRIBUI_DER 20,Itaporã do Tocantins,TO,2018-03-08,27000.0000000
27477740241,LILTURYDO_INI 16,Claro dos Poções,MG,2017-11-10,21600.0000000
27601620239,LILTURYDO_ 65 AC,Sumidouro,RJ,2017-12-21,74574.0000000
27601620239,LILTURYDO_ 65 AC,Sumidouro,RJ,2018-02-27,74574.0000000
20625940231,LILTURYDO_RW-150,Água Boa,MT,2018-02-09,133380.0000000
27600800239,LILTURYDO_ RW-85,Ji-Paraná,RO,2018-01-09,64125.0000000
27600800239,LILTURYDO_ RW-85,Ji-Paraná,RO,2018-01-22,64125.0000000
27602330239,LILTURYDO_ RW-65,Ji-Paraná,RO,2018-01-22,52461.0000000
21627800232,LILTURYDO_W-175T,Ji-Paraná,RO,2018-02-19,127926.0000000
27623090239,LILTURYDO_ RW-85,Ji-Paraná,RO,2018-07-24,65854.7388000
27600800239,LILTURYDO_ RW-85,Ji-Paraná,RO,2018-11-28,65178.0000000
10599840229,LYNCYDORY_C-8511,Ji-Paraná,RO,2018-12-10,47952.0000000
27600800239,LILTURYDO_ RW-85,Vilhena,RO,2018-03-02,64125.0000000
20601950231,LOIHEDORY_ 150AP,Braço do Norte,SC,2017-11-22,25019.0100000
20601950231,LOIHEDORY_ 150AP,Braço do Norte,SC,2018-06-25,26509.6800000
27600660238,LOIHEDORY_ SUPER,Braço do Norte,SC,2018-09-27,21810.6000000
28600240239,LILTURYDO_ 40 AC,Braço do Norte,SC,2019-01-28,47752.8588000
20601950231,LOIHEDORY_ 150AP,Braço do Norte,SC,2019-01-28,26509.6800000
20601120231,LOIHEDORY_ 180AP,Braço do Norte,SC,2019-01-28,28382.9400000
28600240239,LILTURYDO_ 40 AC,Braço do Norte,SC,2019-03-12,45842.7600000
31520890250,LYNCYDORY_. 2015,Braço do Norte,SC,2019-03-12,37189.8000000
27601630239,LILTURYDO_ 65 AC,Braço do Norte,SC,2019-04-10,59907.6000000
27657760239,LILTURYDO_ 120AC,Braço do Norte,SC,2019-04-16,93900.6000000
20601990231,LOIHEDORY_ 150AP,Braço do Norte,SC,2019-05-08,26509.6800000
28600240239,LILTURYDO_ 40 AC,Braço do Norte,SC,2019-05-08,44911.8000000
28657800239,LILTURYDO_ 40 AC,Braço do Norte,SC,2019-06-04,45728.1288000
28657800239,LILTURYDO_ 40 AC,Braço do Norte,SC,2019-08-05,43555.8600000
