CódigoItem,Descricao,Cidade Entrega,UF,Data Emissão NF,Valor
042918020,TMY 60 EYPRESSTMW 6,Patrocinio,MG,2010-11-08,27121.60
033790020,LILC-180APCRC-1,Passos,MG,2010-11-10,21440.00
042918020,TMY 60 EYPRESSTMW 6,Guaratingueta,SP,2010-11-10,32964.00
031744020,RYE-65RWE-6,Quirinopolis,GO,2010-11-12,31409.60
041719020,LOIC-1800 H SUPERCFC-1,Descalvado,SP,2010-11-16,15008.00
042567020,LOIC-1300 HIDRAULICA BPNCFC-1,Descalvado,SP,2010-11-16,11792.00
031744020,RYE-65RWE-6,Nova Serrana,MG,2010-11-16,40200.00
037372020,TMY 35E LILTMW 3,Contagem,MG,2010-11-16,35376.00
037372020,TMY 35E LILTMW 3,Sao Sebastiao Do,MG,2010-11-18,41808.00
043933020,RY-250C - (CAM. VOLVRW-25,Agua Boa,MT,2010-11-18,158120.00
032582020,LOIC-1800 H SUPERCFC-1,Passos,MG,2010-11-19,5360.00
037090020,TMY 35ETMW 3,Patos De Minas,MG,2010-11-19,20400.70
037372020,TMY 35E LILTMW 3,Patos De Minas,MG,2010-11-19,30495.72
042287020,UNITANK 6000UNITA,Macae,RJ,2010-11-22,9648.00
041942020,RY-200C - MOD. 2010RW-20,Ribas Do Rio Par,MS,2010-11-23,127566.48
037090020,TMY 35ETMW 3,Nova Andradina,MS,2010-11-23,29372.80
035509020,LEC-608LEC-6,Orlandia,SP,2010-11-25,21440.00
044039020,RY-200T - MOD. 2010RW-20,Descalvado,SP,2010-11-25,101081.56
044004020,TMY 130 ESPECIATMW 1,Descalvado,SP,2010-11-25,80713.56
037372020,TMY 35E LILTMW 3,Ibia,MG,2010-11-25,40200.00
041719020,LOIC-1800 H SUPERCFC-1,Castro,PR,2010-11-26,13343.72
042262020,UNITANK 4000UNITA,Patos De Minas,MG,2010-11-26,5360.00
043239020,TMY 60 LIL EYPRETMW 6,Patos De Minas,MG,2010-11-26,37903.24
035873020,RY-150TRW-15,Dourados,MS,2010-11-29,76487.20
042262020,UNITANK 4000UNITA,Pouso Alegre,MG,2010-12-01,6164.00
042567020,LOIC-1300 HIDRAULICA BPNCFC-1,Natal,RN,2010-12-02,12328.00
018001020,LILC-180AP - MECRC-1,Uberaba,MG,2010-12-02,11792.00
043239020,TMY 60 LIL EYPRETMW 6,Itatiba,SP,2010-12-02,42719.20
033790020,LILC-180APCRC-1,Frei Inocencio,MG,2010-12-03,21976.00
037372020,TMY 35E LILTMW 3,Tres Coracoes,MG,2010-12-03,38592.00
043103020,UNIMIY 1200 TUNIMI,Pouso Alegre,MG,2010-12-06,8576.00
041711020,VM-70VM-70,Mococa,SP,2010-12-08,22512.00
037372020,TMY 35E LILTMW 3,Castro,PR,2010-12-09,32663.84
041719020,LOIC-1800 H SUPERCFC-1,Fernandopolis,SP,2010-12-14,10720.00
043239020,TMY 60 LIL EYPRETMW 6,Patos De Minas,MG,2010-12-14,36180.00
040526020,RY-110TRW-11,Taubate,SP,2010-12-15,45560.00
029198020,TMY 403 LILTMW 4,Panambi,RS,2010-12-15,21976.00
037372020,TMY 35E LILTMW 3,Pires Do Rio,GO,2010-12-16,30016.00
041719020,LOIC-1800 H SUPERCFC-1,Guaruja,SP,2010-12-16,12301.20
041719020,LOIC-1800 H SUPERCFC-1,Guaruja,SP,2010-12-16,12301.20
017922020,CMC 100 PRECISIONCMC 1,Guaruja,SP,2010-12-16,5922.80
017922020,CMC 100 PRECISIONCMC 1,Guaruja,SP,2010-12-16,5922.80
043103020,UNIMIY 1200 TUNIMI,Guaruja,SP,2010-12-16,9093.78
025850020,SMART 9000 - METRICOSMART,Guaruja,SP,2010-12-16,22962.24
040301020,GILON 5500 MEC. - MEGILON,Guaruja,SP,2010-12-16,10251.00
041711020,VM-70VM-70,Guaruja,SP,2010-12-16,22962.24
041711020,VM-70VM-70,Guaruja,SP,2010-12-16,22962.24
041711020,VM-70VM-70,Guaruja,SP,2010-12-16,10251.00
041815020,VM-35 VM-35,Guaruja,SP,2010-12-16,15763.76
041815020,VM-35 VM-35,Guaruja,SP,2010-12-16,15763.76
017922020,CMC 100 PRECISIONCMC 1,Foz Do Iguacu,PR,2010-12-17,5467.20
042332020,UNITANK 5000UNITA,Foz Do Iguacu,PR,2010-12-17,6834.00
042287020,UNITANK 6000UNITA,Foz Do Iguacu,PR,2010-12-17,7562.96
033790020,LILC-180APCRC-1,Sao Carlos,SP,2010-12-22,13936.00
043239020,TMY 60 LIL EYPRETMW 6,Castro,PR,2010-12-22,40414.40
040757020,RY-85TRW-85,Chapadao Do Sul,MS,2010-12-23,43952.00
037372020,TMY 35E LILTMW 3,Patos De Minas,MG,2010-12-23,30495.72
037372020,TMY 35E LILTMW 3,Patos De Minas,MG,2010-12-23,30495.72
031744020,RYE-65RWE-6,Planalto Da Serr,MT,2010-12-23,36180.00
033790020,LILC-180APCRC-1,Belem,PA,2010-12-23,21440.00
033790020,LILC-180APCRC-1,Belem,PA,2010-12-23,21440.00
041172020,RY-110ERW-11,Piumhi,MG,2011-01-05,75040.00
040526020,RY-110TRW-11,Parisi,SP,2011-01-05,58960.00
037090020,TMY 35ETMW 3,Lorena,SP,2011-01-06,24120.00
013585020,TMY 3400 - USADTMW 3,Campinas,SP,2011-01-11,15008.00
032582020,LOIC-1800 H SUPERCFC-1,Agua Fria De Goi,GO,2011-01-13,10720.00
035520020,GILON 11000 HGILON,Estrela,RS,2011-01-26,19296.00
037372020,TMY 35E LILTMW 3,Patos De Minas,MG,2011-01-27,30495.72
043239020,TMY 60 LIL EYPRETMW 6,Curvelo,MG,2011-01-27,48240.00
037372020,TMY 35E LILTMW 3,Independencia,RS,2011-01-28,34186.06
043239020,TMY 60 LIL EYPRETMW 6,Cachoeira Do Sul,RS,2011-01-28,50384.00
041815020,VM-35 VM-35,Estrela,RS,2011-01-31,16117.84
037372020,TMY 35E LILTMW 3,Sao Goncalo Do S,MG,2011-02-01,34840.00
042567020,LOIC-1300 HIDRAULICA BPNCFC-1,Recife,PE,2011-02-04,11738.40
042567020,LOIC-1300 HIDRAULICA BPNCFC-1,Recife,PE,2011-02-04,11738.40
043103020,UNIMIY 1200 TUNIMI,Frutal,MG,2011-02-04,8576.00
036460020,TMY 20 ETMW 2,Coromandel,MG,2011-02-08,20393.97
041711020,VM-70VM-70,Estrela,RS,2011-02-08,23946.12
037372020,TMY 35E LILTMW 3,Patos De Minas,MG,2011-02-11,30495.72
037372020,TMY 35E LILTMW 3,Morro Da Garca,MG,2011-02-11,37520.00
040757020,RY-85TRW-85,Aruja,SP,2011-02-14,52981.20
033790020,LILC-180APCRC-1,Cuiaba,MT,2011-02-15,21976.00
036460020,TMY 20 ETMW 2,Pouso Alegre,MG,2011-02-16,17890.61
037372020,TMY 35E LILTMW 3,Pires Do Rio,GO,2011-02-17,28944.00
043103020,UNIMIY 1200 TUNIMI,Pires Do Rio,GO,2011-02-17,8147.20
033790020,LILC-180APCRC-1,Loanda,PR,2011-02-18,26746.40
044523020,UNITANK 6000UNITA,Estrela,RS,2011-02-18,9058.79
043239020,TMY 60 LIL EYPRETMW 6,Sao Joao Do Caiu,PR,2011-02-18,50920.00
041815020,VM-35 VM-35,Estrela,RS,2011-02-18,16117.84
041719020,LOIC-1800 H SUPERCFC-1,Bujaru,PA,2011-02-18,18760.00
037207020,TMY 20E LILTMW 2,Pires Do Rio,GO,2011-02-22,26264.00
037372020,TMY 35E LILTMW 3,Pires Do Rio,GO,2011-02-22,28944.00
032582020,LOIC-1800 H SUPERCFC-1,Tambau,SP,2011-02-22,10720.00
031744020,RYE-65RWE-6,Perobal,PR,2011-02-22,38592.00
037372020,TMY 35E LILTMW 3,Patos De Minas,MG,2011-02-22,30927.01
037372020,TMY 35E LILTMW 3,Patos De Minas,MG,2011-02-22,30927.01
02384020,TMY 5000 - USADTMW 5,Tambau,SP,2011-02-22,13400.00
042121020,RY-175C MOD. 2010RW-17,Goiania,GO,2011-02-23,93800.00
035947020,SAMURAI (280 HP)SAMUR,Ipiranga Do Sul,RS,2011-02-23,187600.00
08347020,LOIC-1800S USADACFC-1,Santo Antonio Do,MG,2011-02-24,12328.00
040526020,RY-110TRW-11,Camapua,MS,2011-02-25,53600.00
033790020,LILC-180APCRC-1,Frei Inocencio,MG,2011-02-28,1812.76
042918020,TMY 60 EYPRESSTMW 6,Patrocinio,MG,2011-03-01,27132.32
044133020,UNIMIY 1200 EUNIMI,Pouso Alegre,MG,2011-03-01,11684.80
043103020,UNIMIY 1200 TUNIMI,Pouso Alegre,MG,2011-03-01,9755.20
041711020,VM-70VM-70,Castro,PR,2011-03-02,23959.20
037090020,TMY 35ETMW 3,Tres Coracoes,MG,2011-03-03,22512.00
037090020,TMY 35ETMW 3,Tres Coracoes,MG,2011-03-03,22512.00
037090020,TMY 35ETMW 3,Patos De Minas,MG,2011-03-04,19219.89
037372020,TMY 35E LILTMW 3,Patos De Minas,MG,2011-03-04,30927.01
036952020,TMY 75 LILTMW 7,Patos De Minas,MG,2011-03-11,52108.85
037090020,TMY 35ETMW 3,Patos De Minas,MG,2011-03-15,19219.89
043103020,UNIMIY 1200 TUNIMI,Patos De Minas,MG,2011-03-15,9470.94
041014020,TMY 603LIL - USATMW 6,Morrinhos,GO,2011-03-16,26901.84
033790020,LILC-180APCRC-1,Sape,PB,2011-03-17,17420.00
040757020,RY-85TRW-85,Ipua,SP,2011-03-17,40200.00
041815020,VM-35 VM-35,Ipua,SP,2011-03-17,13400.00
042287020,UNITANK 6000UNITA,Macae,RJ,2011-03-18,11256.00
041719020,LOIC-1800 H SUPERCFC-1,Paragominas,PA,2011-03-21,16697.47
044770020,SMART 5000SMART,Cristina,MG,2011-03-24,9648.00
041719020,LOIC-1800 H SUPERCFC-1,Ibate,SP,2011-03-25,18116.80
038197020,TMY 20 E - USADTMW 2,Sao Paulo,SP,2011-03-25,15008.00
042700020,SMART 9000  2010SMART,Tambau,SP,2011-03-25,14954.40
041815020,VM-35 VM-35,Papagaios,MG,2011-03-25,20368.00
042700020,SMART 9000  2010SMART,Porangatu,GO,2011-03-29,12002.65
043103020,UNIMIY 1200 TUNIMI,Patos De Minas,MG,2011-03-30,9469.34
031990020,RYE-40RWE-4,Porto Velho,RO,2011-04-01,25728.00
041719020,LOIC-1800 H SUPERCFC-1,Braco Do Norte,SC,2011-04-06,16992.03
037090020,TMY 35ETMW 3,Patos De Minas,MG,2011-04-06,19219.89
042287020,UNITANK 6000UNITA,Luis Eduardo Mag,BA,2011-04-07,9004.80
031744020,RYE-65RWE-6,Agudos,SP,2011-04-07,33500.00
040526020,RY-110TRW-11,Vila Bela Da San,MT,2011-04-07,63248.00
042247020,RY-175T MOD. 2010RW-17,Vila Bela Da San,MT,2011-04-07,89512.00
031744020,RYE-65RWE-6,Pires Do Rio,GO,2011-04-11,32160.00
027418020,RYE-40 - MERWE-4,Mineiros,GO,2011-04-12,21440.00
043103020,UNIMIY 1200 TUNIMI,Itaguaru,GO,2011-04-20,10720.00
044445020,TMY 35E LILTMW 3,Pains,MG,2011-04-20,29587.20
043239020,TMY 60 LIL EYPRETMW 6,Altonia,PR,2011-04-25,48240.00
042700020,SMART 9000  2010SMART,Pires Do Rio,GO,2011-04-26,11256.00
042918020,TMY 60 EYPRESSTMW 6,Castro,PR,2011-04-27,23283.84
037143020,TMY 75TMW 7,Patos De Minas,MG,2011-04-28,34840.00
039316020,RY-85T - MERW-85,Presidente Berna,SP,2011-05-02,34840.00
042918020,TMY 60 EYPRESSTMW 6,Barretos,SP,2011-05-02,26800.00
037090020,TMY 35ETMW 3,Taubate,SP,2011-05-04,17688.00
040526020,RY-110TRW-11,Juara,MT,2011-05-05,48454.40
031744020,RYE-65RWE-6,Herval,RS,2011-05-09,39610.40
043103020,UNIMIY 1200 TUNIMI,Pirassununga,SP,2011-05-10,9648.00
041711020,VM-70VM-70,Estrela,RS,2011-05-10,26163.40
031744020,RYE-65RWE-6,Querencia,MT,2011-05-10,31088.00
041719020,LOIC-1800 H SUPERCFC-1,Braco Do Norte,SC,2011-05-11,16992.03
042567020,LOIC-1300 HIDRAULICA BPNCFC-1,Videira,SC,2011-05-11,9916.00
042700020,SMART 9000  2010SMART,Sao Jose Do Rio,SP,2011-05-11,11363.20
042700020,SMART 9000  2010SMART,Cristalina,GO,2011-05-12,16669.60
042287020,UNITANK 6000UNITA,Castro,PR,2011-05-12,9862.40
044477020,RY-150E - BICA INVERRW-15,Santa Cruz - Bol,MS,2011-05-12,59045.76
041719020,LOIC-1800 H SUPERCFC-1,Sao Francisco Do,MA,2011-05-13,19403.20
042262020,UNITANK 4000UNITA,Cascavel,PR,2011-05-13,6860.80
041711020,VM-70VM-70,Paulinia,SP,2011-05-13,27336.00
040526020,RY-110TRW-11,Terra Nova Do No,MT,2011-05-13,50384.00
044662020,RY-175C HYDRORW-17,Campos De Julio,MT,2011-05-13,96480.00
041719020,LOIC-1800 H SUPERCFC-1,Perdoes,MG,2011-05-16,16281.00
040757020,RY-85TRW-85,Coronel Macedo,SP,2011-05-16,45024.00
037372020,TMY 35E LILTMW 3,Cascavel,PR,2011-05-16,37520.00
042738020,UNITANK 9000UNITA,Patos De Minas,MG,2011-05-17,14472.00
031990020,RYE-40RWE-4,Patos De Minas,MG,2011-05-17,24156.98
043239020,TMY 60 LIL EYPRETMW 6,Lajeado,RS,2011-05-17,40200.00
042918020,TMY 60 EYPRESSTMW 6,Frutal,MG,2011-05-17,24089.98
042567020,LOIC-1300 HIDRAULICA BPNCFC-1,Valinhos,SP,2011-05-19,13400.00
040526020,RY-110TRW-11,Astorga,PR,2011-05-19,53600.00
044145020,RY-200C - ROLLONRW-20,Rio Verde,GO,2011-05-20,114704.00
043239020,TMY 60 LIL EYPRETMW 6,Capitao Eneas,MG,2011-05-20,43952.00
041711020,VM-70VM-70,Dores Do Indaia,MG,2011-05-20,29184.84
041719020,LOIC-1800 H SUPERCFC-1,Treze Tilias,SC,2011-05-23,16992.03
042287020,UNITANK 6000UNITA,Treze Tilias,SC,2011-05-23,14724.05
042981020,RY-200C - MOD. 2010RW-20,Barretos,SP,2011-05-23,111595.20
037090020,TMY 35ETMW 3,Patos De Minas,MG,2011-05-23,19219.90
038968020,VM-120 COMPACTVM-12,Bonopolis,GO,2011-05-24,46096.00
041719020,LOIC-1800 H SUPERCFC-1,Agua Doce,SC,2011-05-25,17044.80
042567020,LOIC-1300 HIDRAULICA BPNCFC-1,Braco Do Norte,SC,2011-05-25,13683.98
040757020,RY-85TRW-85,Jatai,GO,2011-05-26,39664.00
037372020,TMY 35E LILTMW 3,Pires Do Rio,GO,2011-05-26,28944.00
041719020,LOIC-1800 H SUPERCFC-1,Clevelandia,PR,2011-05-26,18760.00
042918020,TMY 60 EYPRESSTMW 6,Castro,PR,2011-05-26,23283.84
041719020,LOIC-1800 H SUPERCFC-1,Videira,SC,2011-05-27,16294.40
044791020,VM-70 PICCOLA SULINOYVM-70,Alvorada,RS,2011-06-01,20433.86
044791020,VM-70 PICCOLA SULINOYVM-70,Alvorada,RS,2011-06-01,20433.86
043239020,TMY 60 LIL EYPRETMW 6,Brasnorte,MT,2011-06-01,44488.00
035873020,RY-150TRW-15,Luis Eduardo Mag,BA,2011-06-02,64320.00
037372020,TMY 35E LILTMW 3,Mococa,SP,2011-06-02,27562.73
037372020,TMY 35E LILTMW 3,Mococa,SP,2011-06-02,27562.73
042262020,UNITANK 4000UNITA,Cristalina,GO,2011-06-03,8844.00
042981020,RY-200C - MOD. 2010RW-20,Sao Sebastiao Da,PR,2011-06-03,149483.97
037143020,TMY 75TMW 7,Patos De Minas,MG,2011-06-03,32160.00
037372020,TMY 35E LILTMW 3,Braco Do Norte,SC,2011-06-06,34797.45
041719020,LOIC-1800 H SUPERCFC-1,Patos De Minas,MG,2011-06-07,15008.00
037090020,TMY 35ETMW 3,Patos De Minas,MG,2011-06-07,18642.62
035873020,RY-150TRW-15,Agua Boa,MT,2011-06-07,78923.32
031744020,RYE-65RWE-6,Querencia,MT,2011-06-07,26264.00
041719020,LOIC-1800 H SUPERCFC-1,Formiga,MG,2011-06-08,10720.00
042981020,RY-200C - MOD. 2010RW-20,Barretos,SP,2011-06-08,110684.00
036460020,TMY 20 ETMW 2,Patos De Minas,MG,2011-06-13,17152.00
036460020,TMY 20 ETMW 2,Patos De Minas,MG,2011-06-13,17152.00
040526020,RY-110TRW-11,Barretos,SP,2011-06-16,40736.00
041719020,LOIC-1800 H SUPERCFC-1,Garanhuns,PE,2011-06-17,17152.00
037090020,TMY 35ETMW 3,Patos De Minas,MG,2011-06-17,18683.35
037090020,TMY 35ETMW 3,Mococa,SP,2011-06-17,17128.95
043239020,TMY 60 LIL EYPRETMW 6,Patos De Minas,MG,2011-06-17,38002.40
036952020,TMY 75 LILTMW 7,Ivinhema,MS,2011-06-20,60032.00
040526020,RY-110TRW-11,Brasilandia,MS,2011-06-21,53600.00
040526020,RY-110TRW-11,Campo Grande,MS,2011-06-22,58960.00
041719020,LOIC-1800 H SUPERCFC-1,Itapetininga,SP,2011-06-22,13936.00
033790020,LILC-180APCRC-1,Buritis,MG,2011-06-22,26800.00
037372020,TMY 35E LILTMW 3,Itapetininga,SP,2011-06-22,34572.00
044791020,VM-70 PICCOLA SULINOYVM-70,Alvorada,RS,2011-06-27,20433.86
044791020,VM-70 PICCOLA SULINOYVM-70,Alvorada,RS,2011-06-27,20433.86
044791020,VM-70 PICCOLA SULINOYVM-70,Alvorada,RS,2011-06-27,20433.86
042981020,RY-200C - MOD. 2010RW-20,Ipiranga Do Nort,MT,2011-06-27,120600.00
037372020,TMY 35E LILTMW 3,Patos De Minas,MG,2011-06-28,29998.86
043239020,TMY 60 LIL EYPRETMW 6,Patos De Minas,MG,2011-06-28,38002.40
042918020,TMY 60 EYPRESSTMW 6,Mococa,SP,2011-06-28,21040.14
030881020,RY-200T - MERW-20,Barra Do Bugres,MT,2011-06-28,83080.00
033790020,LILC-180APCRC-1,Aquiraz,CE,2011-06-30,24656.00
028572020,MISTURADORA BULLDOG 10M3 (USADA)MISTU,Ibia,MG,2011-06-30,32160.00
039963020,FEEDER 175FEEDE,Santana De Parna,SP,2011-07-01,76964.24
041815020,VM-35 VM-35,Estrela,RS,2011-07-01,17782.87
041719020,LOIC-1800 H SUPERCFC-1,Guaruja,SP,2011-07-05,11063.04
041719020,LOIC-1800 H SUPERCFC-1,Chapeco,SC,2011-07-06,14740.00
041719020,LOIC-1800 H SUPERCFC-1,Armazem,SC,2011-07-06,16992.03
042262020,UNITANK 4000UNITA,Mococa,SP,2011-07-07,6753.60
037207020,TMY 20E LILTMW 2,Pouso Alegre,MG,2011-07-07,28944.00
037207020,TMY 20E LILTMW 2,Santo Antonio Do,MG,2011-07-07,33232.00
037090020,TMY 35ETMW 3,Pouso Alegre,MG,2011-07-07,20904.00
037372020,TMY 35E LILTMW 3,Mococa,SP,2011-07-07,27562.73
035873020,RY-150TRW-15,Campo Verde,MT,2011-07-07,63248.00
031990020,RYE-40RWE-4,Sao Domingos,GO,2011-07-11,20368.00
037207020,TMY 20E LILTMW 2,Patos De Minas,MG,2011-07-12,26800.00
037372020,TMY 35E LILTMW 3,Patos De Minas,MG,2011-07-12,29998.86
037372020,TMY 35E LILTMW 3,Dois Vizinhos,PR,2011-07-12,35912.00
037372020,TMY 35E LILTMW 3,Pelotas,RS,2011-07-12,42344.00
042700020,SMART 9000  2010SMART,Pelotas,RS,2011-07-12,15544.00
031990020,RYE-40RWE-4,Terenos,MS,2011-07-12,21440.00
037372020,TMY 35E LILTMW 3,Treze Tilias,SC,2011-07-13,39713.53
042567020,LOIC-1300 HIDRAULICA BPNCFC-1,Lajeado,RS,2011-07-14,12649.60
033790020,LILC-180APCRC-1,Franca,SP,2011-07-14,19564.00
031744020,RYE-65RWE-6,Ourinhos,SP,2011-07-14,33500.00
037090020,TMY 35ETMW 3,Franca,SP,2011-07-14,19992.80
031744020,RYE-65RWE-6,Jandaia,GO,2011-07-15,29480.00
033790020,LILC-180APCRC-1,Castro,PR,2011-07-15,20441.97
042287020,UNITANK 6000UNITA,Patos De Minas,MG,2011-07-15,8844.00
042287020,UNITANK 6000UNITA,Castro,PR,2011-07-15,10471.83
041711020,VM-70VM-70,Castro,PR,2011-07-15,25192.00
041711020,VM-70VM-70,Castro,PR,2011-07-15,25192.00
037372020,TMY 35E LILTMW 3,Treze Tilias,SC,2011-07-18,39664.00
037372020,TMY 35E LILTMW 3,Pires Do Rio,GO,2011-07-19,30552.00
042262020,UNITANK 4000UNITA,Patos De Minas,MG,2011-07-19,7611.20
040757020,RY-85TRW-85,Porto Velho,RO,2011-07-19,42880.00
037036020,TMY 100TMW 1,Santa Vitoria,MG,2011-07-19,53600.00
036460020,TMY 20 ETMW 2,Patos De Minas,MG,2011-07-19,17152.00
037090020,TMY 35ETMW 3,Patos De Minas,MG,2011-07-19,20260.80
037090020,TMY 35ETMW 3,Patos De Minas,MG,2011-07-19,21329.70
041719020,LOIC-1800 H SUPERCFC-1,Dom Eliseu,PA,2011-07-19,19296.00
042918020,TMY 60 EYPRESSTMW 6,Dom Eliseu,PA,2011-07-19,33500.00
031744020,RYE-65RWE-6,Santa Helena De,GO,2011-07-20,37520.00
042287020,UNITANK 6000UNITA,Silveirania,MG,2011-07-20,9648.00
037372020,TMY 35E LILTMW 3,Cruzeiro Do Igua,PR,2011-07-20,35912.00
042918020,TMY 60 EYPRESSTMW 6,Sao Jose Do Rio,SP,2011-07-22,22133.67
02384020,TMY 5000 - USADTMW 5,Bom Jardim De Go,GO,2011-07-25,16616.00
043239020,TMY 60 LIL EYPRETMW 6,Mococa,SP,2011-07-25,34916.11
031744020,RYE-65RWE-6,Chapadao Do Sul,MS,2011-07-26,39128.00
037372020,TMY 35E LILTMW 3,Castro,PR,2011-07-26,32526.09
042918020,TMY 60 EYPRESSTMW 6,Taubate,SP,2011-07-26,21440.00
037372020,TMY 35E LILTMW 3,Santa Rita Do Ar,GO,2011-07-28,32696.00
040757020,RY-85TRW-85,Santo Anastacio,SP,2011-07-28,56387.20
037372020,TMY 35E LILTMW 3,Alexania,GO,2011-07-29,42880.00
041719020,LOIC-1800 H SUPERCFC-1,Patos De Minas,MG,2011-07-29,15102.10
037372020,TMY 35E LILTMW 3,Patos De Minas,MG,2011-07-29,29998.85
042567020,LOIC-1300 HIDRAULICA BPNCFC-1,Caico,RN,2011-08-01,11792.00
042700020,SMART 9000  2010SMART,Carambei,PR,2011-08-01,13400.00
041711020,VM-70VM-70,Guaruja,SP,2011-08-02,16568.51
041711020,VM-70VM-70,Guaruja,SP,2011-08-02,16568.51
041815020,VM-35 VM-35,Guaruja,SP,2011-08-02,12389.80
041815020,VM-35 VM-35,Guaruja,SP,2011-08-02,12389.80
041815020,VM-35 VM-35,Guaruja,SP,2011-08-02,12389.80
041815020,VM-35 VM-35,Guaruja,SP,2011-08-02,12389.80
031744020,RYE-65RWE-6,Santa Cruz Do Ri,SP,2011-08-03,33500.00
042700020,SMART 9000  2010SMART,Maringa,PR,2011-08-03,12328.00
042700020,SMART 9000  2010SMART,Ribeirao Preto,SP,2011-08-03,15168.80
040526020,RY-110TRW-11,Frutal,MG,2011-08-04,47168.00
042981020,RY-200C - MOD. 2010RW-20,Frutal,MG,2011-08-04,134000.00
041711020,VM-70VM-70,Paulinia,SP,2011-08-04,27336.00
037372020,TMY 35E LILTMW 3,Castro,PR,2011-08-05,32526.09
042700020,SMART 9000  2010SMART,Carambei,PR,2011-08-05,13400.00
034291020,VM-18 - MEVM-18,Camapua,MS,2011-08-09,37520.00
031744020,RYE-65RWE-6,Porangatu,GO,2011-08-09,29617.75
040757020,RY-85TRW-85,Barra Do Bugres,MT,2011-08-09,54672.00
042918020,TMY 60 EYPRESSTMW 6,Frutal,MG,2011-08-10,28300.80
040526020,RY-110TRW-11,Novo Sao Joaquim,MT,2011-08-10,49312.00
031744020,RYE-65RWE-6,Patos De Minas,MG,2011-08-11,32160.00
037090020,TMY 35ETMW 3,Sao Desiderio,BA,2011-08-11,26800.00
037372020,TMY 35E LILTMW 3,Patos De Minas,MG,2011-08-11,31838.40
040526020,RY-110TRW-11,Ribeirao Preto,SP,2011-08-12,60986.08
032653020,TMY 1203 -> METMW 1,Barra Do Garcas,MT,2011-08-17,41164.80
042262020,UNITANK 4000UNITA,Patos De Minas,MG,2011-08-18,7572.95
039219020,RY-150CRW-15,Sales Oliveira,SP,2011-08-18,53600.00
037372020,TMY 35E LILTMW 3,Patos De Minas,MG,2011-08-18,32524.48
037372020,TMY 35E LILTMW 3,Patos De Minas,MG,2011-08-18,32524.48
042918020,TMY 60 EYPRESSTMW 6,Capinopolis,MG,2011-08-18,32160.00
030897020,TMY 753 - USADATMW 7,Jesuania,MG,2011-08-18,26800.00
041711020,VM-70VM-70,Patos De Minas,MG,2011-08-18,25185.48
043239020,TMY 60 LIL EYPRETMW 6,Imbituva,PR,2011-08-19,44488.00
043103020,UNIMIY 1200 TUNIMI,Dracena,SP,2011-08-19,12369.72
041711020,VM-70VM-70,Jaborandi,BA,2011-08-19,29480.00
040757020,RY-85TRW-85,Patos De Minas,MG,2011-08-23,43416.00
037090020,TMY 35ETMW 3,Patos De Minas,MG,2011-08-23,20938.85
037090020,TMY 35ETMW 3,Neves Paulista,SP,2011-08-23,22512.00
041719020,LOIC-1800 H SUPERCFC-1,Rosario Do Sul,RS,2011-08-24,21974.93
041719020,LOIC-1800 H SUPERCFC-1,Pelotas,RS,2011-08-24,16108.93
041719020,LOIC-1800 H SUPERCFC-1,Urucui,PI,2011-08-26,15972.80
043239020,TMY 60 LIL EYPRETMW 6,Patos De Minas,MG,2011-08-26,39396.00
036952020,TMY 75 LILTMW 7,Frutal,MG,2011-08-26,54672.00
032720020,SEGA PASTO 2000SEGA ,Marilia,SP,2011-08-29,10761.81
041711020,VM-70VM-70,Itarare,SP,2011-08-29,28944.00
040526020,RY-110TRW-11,Pontes E Lacerda,MT,2011-08-29,53600.00
035520020,GILON 11000 HGILON,Palmeira,PR,2011-08-30,33232.00
025444020,LEC-405LEC-4,Bebedouro,SP,2011-08-31,20904.00
042540020,RY-250C - MOD. 2010RW-25,Terenos,MS,2011-09-01,162140.00
041815020,VM-35 VM-35,Alvorada,RS,2011-09-01,13755.90
041815020,VM-35 VM-35,Alvorada,RS,2011-09-01,13755.90
040526020,RY-110TRW-11,Agua Clara,MS,2011-09-02,53600.00
040104020,RY-110T - MERW-11,Santa Tereza,GO,2011-09-02,42880.00
041815020,VM-35 VM-35,Porangatu,GO,2011-09-02,16080.00
036460020,TMY 20 ETMW 2,Estrela,RS,2011-09-02,17420.00
037372020,TMY 35E LILTMW 3,Patos De Minas,MG,2011-09-02,32524.48
037372020,TMY 35E LILTMW 3,Patos De Minas,MG,2011-09-02,32160.00
040301020,GILON 5500 MEC. - MEGILON,Viamao,RS,2011-09-02,8844.00
036952020,TMY 75 LILTMW 7,Cachoeira Do Sul,RS,2011-09-05,64320.00
043103020,UNIMIY 1200 TUNIMI,Castro,PR,2011-09-05,9717.68
039963020,FEEDER 175FEEDE,Santana De Parna,SP,2011-09-06,76964.24
042700020,SMART 9000  2010SMART,Lajeado,RS,2011-09-06,14472.00
042700020,SMART 9000  2010SMART,Auriflama,SP,2011-09-06,14364.80
040526020,RY-110TRW-11,Porto Alegre Do,MT,2011-09-09,49312.00
042247020,RY-175T MOD. 2010RW-17,Barra Do Bugres,MT,2011-09-09,96480.00
034192020,LILC 150AP CRC 1,Conselheiro Lafa,MG,2011-09-12,23316.00
045418020,TMY 35E LILTMW 3,Pouso Alegre,MG,2011-09-12,32525.55
042262020,UNITANK 4000UNITA,Patos De Minas,MG,2011-09-16,7572.95
