CódigoItem,Descricao,Cidade Entrega,UF,Data Emissão NF,Quantidade,Valor
1,Tipo_A,RECIFE,PE,2009-11-12,1,12095
14,Tipo_H_6-10,CASTRO,PR,2009-11-12,1,23575
13,Tipo_H_2-5,CATANDUVA,SP,2009-11-13,1,29011.6
1,Tipo_A,BOM JESUS DOS PE,SP,2009-11-17,1,12300
9,Tipo_F_15-20,ITAQUI,RS,2009-11-20,1,52480
1,Tipo_A,EXTERIOR,EX,2009-11-23,1,10754.3
19,Tipo_K,BAGE,RS,2009-11-23,1,20090
17,Tipo_J_2-8,EXTERIOR,EX,2009-11-23,1,21661.6284
17,Tipo_J_2-8,BAGE,RS,2009-11-23,1,22714
13,Tipo_H_2-5,FRUTAL,MG,2009-11-25,1,14965
1,Tipo_A,VIDEIRA,SC,2009-11-27,1,10660
1,Tipo_A,TIANGUA,CE,2009-12-01,1,12710
17,Tipo_J_2-8,ITAPETININGA,SP,2009-12-01,1,11685
14,Tipo_H_6-10,PATOS DE MINAS,MG,2009-12-10,1,21730
13,Tipo_H_2-5,SARAPUI,SP,2009-12-11,1,27060
1,Tipo_A,HERNANDARIAS - P,EX,2009-12-16,1,8294.3
1,Tipo_A,HERNANDARIAS - P,EX,2009-12-16,1,4376.463
1,Tipo_A,HERNANDARIAS - P,EX,2009-12-16,1,4376.463
2,Tipo_B,HERNANDARIAS - P,EX,2009-12-16,1,5452.8073
14,Tipo_H_6-10,HERNANDARIAS - P,EX,2009-12-16,1,20840.3164
19,Tipo_K,HERNANDARIAS - P,EX,2009-12-16,1,9553.6929
17,Tipo_J_2-8,HERNANDARIAS - P,EX,2009-12-16,1,13890.8574
19,Tipo_K,SANTA VITORIA,MG,2010-01-05,1,12300
1,Tipo_A,ARAGUATINS,TO,2010-01-06,1,16195
1,Tipo_A,CAXIAS DO SUL,RS,2010-01-06,1,15580
1,Tipo_A,AGUDOS,SP,2010-01-13,1,12300
17,Tipo_J_2-8,CARAMBEI,PR,2010-01-18,1,14760
1,Tipo_A,NOVA EUROPA,SP,2010-01-21,1,10660
1,Tipo_A,SERRA,ES,2010-01-22,1,11070
7,Tipo_F_0-11,SAO CARLOS,SP,2010-01-25,1,36900
9,Tipo_F_15-20,INHAUMA,MG,2010-01-26,1,67650
13,Tipo_H_2-5,BOM JESUS DOS PE,SP,2010-01-28,1,25830
13,Tipo_H_2-5,ITAJUBA,MG,2010-01-29,1,18860
13,Tipo_H_2-5,CARMO DO PARANAI,MG,2010-02-08,1,16400
1,Tipo_A,AMERICANA,SP,2010-02-19,1,13308.7312
18,Tipo_J_9,HERNANDARIAS - P,EX,2010-02-23,1,27979.6095
1,Tipo_A,CARMO DO CAJURU,MG,2010-02-25,1,19680
13,Tipo_H_2-5,CAMPINORTE,GO,2010-02-26,1,30750
7,Tipo_F_0-11,FRUTAL,MG,2010-02-26,1,36777
7,Tipo_F_0-11,FRUTAL,MG,2010-02-26,1,25184.25
14,Tipo_H_6-10,COCALZINHO DE GO,GO,2010-03-01,1,40180
7,Tipo_F_0-11,FRUTAL,MG,2010-03-01,1,25184.25
13,Tipo_H_2-5,POUSO ALEGRE,MG,2010-03-01,1,12710
9,Tipo_F_15-20,FRUTAL,MG,2010-03-03,1,62760.75
7,Tipo_F_0-11,FRUTAL,MG,2010-03-08,1,16848.54
13,Tipo_H_2-5,FRUTAL,MG,2010-03-08,1,15662
7,Tipo_F_0-11,DOURADOS,MS,2010-03-09,1,47150
1,Tipo_A,HIPE,RS,2010-03-10,1,16400
13,Tipo_H_2-5,SAO VICENTE DO S,RS,2010-03-10,1,30573.7
14,Tipo_H_6-10,POUSO ALEGRE,MG,2010-03-15,1,23762.9358
13,Tipo_H_2-5,ESPIRITO SANTO D,MG,2010-03-16,1,28700
15,Tipo_H_12-15,SAO GOTARDO,MG,2010-03-22,1,59450
7,Tipo_F_0-11,ALPINOPOLIS,MG,2010-03-23,1,40180
7,Tipo_F_0-11,ALPINOPOLIS,MG,2010-03-23,1,40180
1,Tipo_A,ESTADO ZULIA - V,EX,2010-03-26,1,11813.4899
1,Tipo_A,ESTADO ZULIA - V,EX,2010-03-26,1,11813.4899
1,Tipo_A,ESTADO ZULIA - V,EX,2010-03-26,1,11813.4899
1,Tipo_A,ESTADO ZULIA - V,EX,2010-03-26,1,11813.4899
1,Tipo_A,ESTADO ZULIA - V,EX,2010-03-26,1,11813.4899
1,Tipo_A,ESTADO ZULIA - V,EX,2010-03-26,1,11813.4899
1,Tipo_A,ESTADO ZULIA - V,EX,2010-03-26,1,11813.4899
1,Tipo_A,ESTADO ZULIA - V,EX,2010-03-26,1,11813.4899
1,Tipo_A,HARTBEESFONTEIN,EX,2010-03-31,1,7970.4
7,Tipo_F_0-11,GOIANIA,GO,2010-04-07,1,28700
7,Tipo_F_0-11,MONTES CLAROS DE,GO,2010-04-09,1,43050
7,Tipo_F_0-11,AGUA BOA,MT,2010-04-14,1,34850
1,Tipo_A,IBICARE,SC,2010-04-20,1,11365.61
13,Tipo_H_2-5,LORENA,SP,2010-04-20,1,18911.25
2,Tipo_B,MORRINHOS,GO,2010-04-29,1,8200
13,Tipo_H_2-5,SAO MANUEL,SP,2010-04-29,1,24190
7,Tipo_F_0-11,JUSSARA,GO,2010-05-03,1,43050
11,Tipo_F_25-27,TERENOS,MS,2010-05-06,1,124025
14,Tipo_H_6-10,RIO VERDE,GO,2010-05-13,1,39004.735
1,Tipo_A,BURITIZEIRO,MG,2010-05-13,1,15785
14,Tipo_H_6-10,PATROCINIO,MG,2010-05-13,1,18976.7475
19,Tipo_K,BURITIZEIRO,MG,2010-05-13,1,16564
17,Tipo_J_2-8,PRESIDENTE ALVES,SP,2010-05-13,1,14350
2,Tipo_B,HERNANDARIAS - P,EX,2010-05-17,1,11439
7,Tipo_F_0-11,BOA ESPERANCA,MG,2010-05-17,1,30750
7,Tipo_F_0-11,JATAI,GO,2010-05-19,1,38335
1,Tipo_A,FORTALEZA,CE,2010-05-21,1,12300
1,Tipo_A,FORTALEZA,CE,2010-05-21,1,12300
13,Tipo_H_2-5,MATEUS LEME,MG,2010-05-21,1,26240
1,Tipo_A,CASTRO,PR,2010-05-24,1,10768.65
14,Tipo_H_6-10,ARAPOTI,PR,2010-05-26,1,34768
7,Tipo_F_0-11,MONTES CLAROS DE,GO,2010-05-27,1,36080
14,Tipo_H_6-10,CAMPINA GRANDE,PB,2010-05-28,1,31980
11,Tipo_F_25-27,TERENOS,MS,2010-05-31,1,124025
12,Tipo_G,BARREIRAS,BA,2010-05-31,1,7277.5
9,Tipo_F_15-20,ANAPOLIS,GO,2010-06-01,1,98400
17,Tipo_J_2-8,ASUNCION - PARAG,EX,2010-06-02,1,13522.5462
9,Tipo_F_15-20,INHAUMA,MG,2010-06-04,1,71442.5
2,Tipo_B,EXTERIOR,EX,2010-06-07,1,5461.2
2,Tipo_B,EXTERIOR,EX,2010-06-07,1,5461.2
7,Tipo_F_0-11,JUSSARA,GO,2010-06-10,1,34850
13,Tipo_H_2-5,PATOS DE MINAS,MG,2010-06-10,1,22089.16
1,Tipo_A,FREI INOCENCIO,MG,2010-06-11,1,16195
13,Tipo_H_2-5,ITIRAPINA,SP,2010-06-16,1,18860
7,Tipo_F_0-11,PORANGATU,GO,2010-06-17,1,23427.4
13,Tipo_H_2-5,PIRES DO RIO,GO,2010-06-18,1,22468
9,Tipo_F_15-20,ITAUNA,MG,2010-06-18,1,73800
2,Tipo_B,AGUA BOA,MT,2010-06-21,1,36900
13,Tipo_H_2-5,PIRES DO RIO,GO,2010-06-22,1,22468
1,Tipo_A,SANTA JULIANA,MG,2010-06-22,1,10250
13,Tipo_H_2-5,MORRINHOS,GO,2010-06-23,1,20577.9
13,Tipo_H_2-5,PATOS DE MINAS,MG,2010-06-23,1,15619.77
13,Tipo_H_2-5,PANAMBI,RS,2010-06-23,1,24600
1,Tipo_A,CASTRO,PR,2010-06-24,1,10824
1,Tipo_A,CRISTAIS PAULIST,SP,2010-06-24,1,11238.1
7,Tipo_F_0-11,GOIANIA,GO,2010-06-28,1,34850
7,Tipo_F_0-11,ITUMBIARA,GO,2010-06-28,1,21730
13,Tipo_H_2-5,POUSO ALEGRE,MG,2010-06-28,1,13940
1,Tipo_A,VINHEDO,SP,2010-06-30,1,11070
1,Tipo_A,HIPE,RS,2010-06-30,1,16400
17,Tipo_J_2-8,CARMO DA CACHOEI,MG,2010-06-30,1,15170
13,Tipo_H_2-5,PATOS DE MINAS,MG,2010-07-01,1,13530
17,Tipo_J_2-8,POUSO ALEGRE,MG,2010-07-02,1,12300
9,Tipo_F_15-20,TANGARA DA SERRA,MT,2010-07-02,1,67240
1,Tipo_A,BELEM,PA,2010-07-12,1,13981
13,Tipo_H_2-5,PATROCINIO,MG,2010-07-13,1,22089.16
14,Tipo_H_6-10,PATOS DE MINAS,MG,2010-07-13,1,27019
17,Tipo_J_2-8,PONTA GROSSA,PR,2010-07-13,1,13120
13,Tipo_H_2-5,UBERLANDIA,MG,2010-07-16,1,30750
9,Tipo_F_15-20,PADRE BERNARDO,GO,2010-07-19,1,53300
7,Tipo_F_0-11,BRASILA,DF,2010-07-22,1,21525
19,Tipo_K,EXTERIOR,EX,2010-07-22,1,4305
1,Tipo_A,EXTERIOR,EX,2010-07-22,1,2152.5
1,Tipo_A,EXTERIOR,EX,2010-07-22,1,2152.5
1,Tipo_A,EXTERIOR,EX,2010-07-22,1,2152.5
17,Tipo_J_2-8,IACIARA,GO,2010-07-23,1,20500
2,Tipo_B,MACAE,RJ,2010-07-23,1,7380
13,Tipo_H_2-5,PATROCINIO,MG,2010-07-23,1,10787.1
1,Tipo_A,SANTOS,SP,2010-07-26,1,12236.8108
1,Tipo_A,SANTOS,SP,2010-07-26,1,12236.8108
1,Tipo_A,SANTOS,SP,2010-07-26,1,12236.8108
1,Tipo_A,SANTOS,SP,2010-07-26,1,12236.7985
1,Tipo_A,SANTOS,SP,2010-07-26,1,12236.8108
1,Tipo_A,SANTOS,SP,2010-07-26,1,12236.8108
1,Tipo_A,SANTOS,SP,2010-07-26,1,12236.8108
1,Tipo_A,SANTOS,SP,2010-07-26,1,12236.7985
1,Tipo_A,TREZE TILIAS,SC,2010-07-26,1,11365.61
13,Tipo_H_2-5,PATROCINIO,MG,2010-07-27,1,2742.9
1,Tipo_A,VIDEIRA,SC,2010-07-28,1,9553
1,Tipo_A,ESTRELA,RS,2010-07-28,1,13120
7,Tipo_F_0-11,CAMPO FLORIDO,MG,2010-07-28,1,43460
9,Tipo_F_15-20,ARIQUEMES,RO,2010-07-28,1,106600
13,Tipo_H_2-5,IPAMERI,GO,2010-07-30,1,20910
9,Tipo_F_15-20,SANTA HELENA DE,GO,2010-08-02,1,94300
13,Tipo_H_2-5,PATOS DE MINAS,MG,2010-08-02,1,22089.16
1,Tipo_A,MORRO AGUDO,SP,2010-08-03,1,11890
7,Tipo_F_0-11,RIO VERDE,GO,2010-08-04,1,23780
13,Tipo_H_2-5,RIO VERDE,GO,2010-08-04,1,18948.97
13,Tipo_H_2-5,RIO VERDE,GO,2010-08-04,1,20910
17,Tipo_J_2-8,ARACATUBA,SP,2010-08-05,1,11480
14,Tipo_H_6-10,OURO VERDE DE GO,GO,2010-08-06,1,39770
13,Tipo_H_2-5,POUSO ALEGRE,MG,2010-08-06,1,13940
13,Tipo_H_2-5,JOAQUIM TAVORA,PR,2010-08-06,1,24600
2,Tipo_B,CAMPESTRE,MG,2010-08-10,1,7082.75
13,Tipo_H_2-5,PATOS DE MINAS,MG,2010-08-11,1,15619.77
14,Tipo_H_6-10,PATROCINIO,MG,2010-08-11,1,18976.7475
13,Tipo_H_2-5,PIRES DO RIO,GO,2010-08-12,1,21361
7,Tipo_F_0-11,TANGARA DA SERRA,MT,2010-08-12,1,30340
13,Tipo_H_2-5,ANDRADINA,SP,2010-08-16,1,13940
14,Tipo_H_6-10,RIO VERDE,GO,2010-08-17,1,39155
13,Tipo_H_2-5,SAO SEBASTIAO DO,MG,2010-08-19,1,17630
13,Tipo_H_2-5,PATROCINIO,MG,2010-08-24,1,13530
13,Tipo_H_2-5,PATOS DE MINAS,MG,2010-08-24,1,15619.77
17,Tipo_J_2-8,CARAMBEI,PR,2010-08-24,1,15990
13,Tipo_H_2-5,ORIZONA,GO,2010-08-25,1,28700
13,Tipo_H_2-5,COMENDADOR GOMES,MG,2010-08-27,1,25420
13,Tipo_H_2-5,INCONFIDENTES,MG,2010-08-31,1,28700
13,Tipo_H_2-5,PATROCINIO,MG,2010-09-01,1,16419.27
17,Tipo_J_2-8,EXTERIOR,EX,2010-09-03,1,89383.116
2,Tipo_B,EXTERIOR,EX,2010-09-03,1,12078.1408
2,Tipo_B,EXTERIOR,EX,2010-09-03,1,27420.8
17,Tipo_J_2-8,EXTERIOR,EX,2010-09-03,1,16052.7136
17,Tipo_J_2-8,EXTERIOR,EX,2010-09-03,1,16052.7136
17,Tipo_J_2-8,EXTERIOR,EX,2010-09-03,1,16052.7136
17,Tipo_J_2-8,EXTERIOR,EX,2010-09-03,1,16052.7136
17,Tipo_J_2-8,EXTERIOR,EX,2010-09-03,1,16052.7136
17,Tipo_J_2-8,EXTERIOR,EX,2010-09-03,1,16052.7136
13,Tipo_H_2-5,PIRES DO RIO,GO,2010-09-08,1,22140
13,Tipo_H_2-5,ITANHANDU,MG,2010-09-09,1,19680
13,Tipo_H_2-5,PIRES DO RIO,GO,2010-09-10,1,22140
2,Tipo_B,RINCAO,SP,2010-09-10,1,3690
13,Tipo_H_2-5,PASSA QUATRO,MG,2010-09-14,1,29474.9
17,Tipo_J_2-8,LUIS EDUARDO MAG,BA,2010-09-14,1,11890
1,Tipo_A,CAMPOS NOVOS,SC,2010-09-15,1,8897
9,Tipo_F_15-20,SANTA HELENA DE,GO,2010-09-16,1,60839.3465
7,Tipo_F_0-11,PIRES DO RIO,GO,2010-09-17,1,47150
7,Tipo_F_0-11,JOAIMA,MG,2010-09-17,1,47150
13,Tipo_H_2-5,MORRINHOS,GO,2010-09-21,1,20577.9
13,Tipo_H_2-5,PATROCINIO,MG,2010-09-22,1,10787.1
13,Tipo_H_2-5,PATROCINIO,MG,2010-09-22,1,22089.16
13,Tipo_H_2-5,BADY BASSITT,SP,2010-09-22,1,27675
7,Tipo_F_0-11,RIO BRILHANTE,MS,2010-09-23,1,47150
1,Tipo_A,CARLOS BARBOSA,RS,2010-09-23,1,10168
2,Tipo_B,BAGE,RS,2010-09-24,1,8610
2,Tipo_B,BAGE,RS,2010-09-24,1,8610
7,Tipo_F_0-11,COSMOPOLIS,SP,2010-09-24,1,21730
7,Tipo_F_0-11,NOVO HORIZONTE,SP,2010-09-27,1,36900
12,Tipo_G,SOUSA,PB,2010-09-28,1,9020
1,Tipo_A,ELDORADO DO SUL,RS,2010-09-29,1,12300
7,Tipo_F_0-11,RIO VERDE,GO,2010-09-30,1,24600
1,Tipo_A,BARRETOS,SP,2010-09-30,1,16400
19,Tipo_K,FORMOSA,GO,2010-10-01,1,27060
17,Tipo_J_2-8,EXTERIOR,EX,2010-10-04,1,85320.262
1,Tipo_A,EXTERIOR,EX,2010-10-04,1,10676.4
1,Tipo_A,EXTERIOR,EX,2010-10-04,1,10676.4
1,Tipo_A,EXTERIOR,EX,2010-10-04,1,10676.4
1,Tipo_A,EXTERIOR,EX,2010-10-04,1,10676.4
2,Tipo_B,EXTERIOR,EX,2010-10-04,1,11529.1344
14,Tipo_H_6-10,SAPE,PB,2010-10-04,1,26650
17,Tipo_J_2-8,EXTERIOR,EX,2010-10-04,1,15323.0448
17,Tipo_J_2-8,EXTERIOR,EX,2010-10-04,1,15323.0448
17,Tipo_J_2-8,EXTERIOR,EX,2010-10-04,1,15323.0448
17,Tipo_J_2-8,EXTERIOR,EX,2010-10-04,1,15323.0448
17,Tipo_J_2-8,EXTERIOR,EX,2010-10-04,1,15323.0448
17,Tipo_J_2-8,EXTERIOR,EX,2010-10-04,1,15323.0448
17,Tipo_J_2-8,EXTERIOR,EX,2010-10-04,1,15323.0448
17,Tipo_J_2-8,EXTERIOR,EX,2010-10-04,1,15323.0448
17,Tipo_J_2-8,EXTERIOR,EX,2010-10-04,1,15323.0448
17,Tipo_J_2-8,EXTERIOR,EX,2010-10-04,1,15323.0448
17,Tipo_J_2-8,EXTERIOR,EX,2010-10-04,1,15323.0448
17,Tipo_J_2-8,EXTERIOR,EX,2010-10-04,1,15323.0448
19,Tipo_K,TUPA,SP,2010-10-05,1,11682.9828
2,Tipo_B,POUSO ALEGRE,MG,2010-10-07,1,4715
1,Tipo_A,CATUIPE,RS,2010-10-08,1,14609.94
17,Tipo_J_2-8,POUSO ALTO,MG,2010-10-08,1,15522.19
13,Tipo_H_2-5,CONTAGEM,MG,2010-10-11,1,23262.58
1,Tipo_A,ANANINDEUA,PA,2010-10-13,1,14145
1,Tipo_A,HERNANDARIAS - P,EX,2010-10-14,1,8059.6037
1,Tipo_A,HERNANDARIAS - P,EX,2010-10-14,1,4108.2
2,Tipo_B,HERNANDARIAS - P,EX,2010-10-14,1,5103.0691
2,Tipo_B,HERNANDARIAS - P,EX,2010-10-14,1,5103.0691
16,Tipo_I,HERNANDARIAS - P,EX,2010-10-14,1,6093.83
14,Tipo_H_6-10,SAO MIGUEL DE TA,PB,2010-10-15,1,26650
13,Tipo_H_2-5,CACAPAVA DO SUL,RS,2010-10-21,1,26149.7877
9,Tipo_F_15-20,ARIQUEMES,RO,2010-10-22,1,106600
7,Tipo_F_0-11,PATROCINIO,MG,2010-10-25,1,20858.0325
13,Tipo_H_2-5,PATOS DE MINAS,MG,2010-10-25,1,16419.27
17,Tipo_J_2-8,PATOS DE MINAS,MG,2010-10-25,1,9731.35
1,Tipo_A,JOAO PESSOA,PB,2010-10-27,1,13325
2,Tipo_B,JOAO PESSOA,PB,2010-10-27,1,17753
13,Tipo_H_2-5,POUSO ALEGRE,MG,2010-10-27,1,14350
1,Tipo_A,PIRACAIA,SP,2010-10-29,1,13530
14,Tipo_H_6-10,ALFENAS,MG,2010-10-29,1,41000
2,Tipo_B,PATROCINIO,MG,2010-11-08,1,4100
14,Tipo_H_6-10,PATROCINIO,MG,2010-11-08,1,20746
1,Tipo_A,PASSOS,MG,2010-11-10,1,16400
14,Tipo_H_6-10,GUARATINGUETA,SP,2010-11-10,1,25215
7,Tipo_F_0-11,QUIRINOPOLIS,GO,2010-11-12,1,24026
1,Tipo_A,DESCALVADO,SP,2010-11-16,1,11480
1,Tipo_A,DESCALVADO,SP,2010-11-16,1,9020
7,Tipo_F_0-11,NOVA SERRANA,MG,2010-11-16,1,30750
13,Tipo_H_2-5,CONTAGEM,MG,2010-11-16,1,27060
13,Tipo_H_2-5,SAO SEBASTIAO DO,MG,2010-11-18,1,31980
1,Tipo_A,PASSOS,MG,2010-11-19,1,4100
13,Tipo_H_2-5,PATOS DE MINAS,MG,2010-11-19,1,15605.01
13,Tipo_H_2-5,PATOS DE MINAS,MG,2010-11-19,1,23326.95
2,Tipo_B,MACAE,RJ,2010-11-22,1,7380
9,Tipo_F_15-20,RIBAS DO RIO PAR,MS,2010-11-23,1,97578.8397
13,Tipo_H_2-5,NOVA ANDRADINA,MS,2010-11-23,1,22468
2,Tipo_B,ORLANDIA,SP,2010-11-25,1,16400
9,Tipo_F_15-20,DESCALVADO,SP,2010-11-25,1,77319.85
13,Tipo_H_2-5,IBIA,MG,2010-11-25,1,30750
1,Tipo_A,CASTRO,PR,2010-11-26,1,10206.95
2,Tipo_B,PATOS DE MINAS,MG,2010-11-26,1,4100
14,Tipo_H_6-10,PATOS DE MINAS,MG,2010-11-26,1,28993.15
9,Tipo_F_15-20,DOURADOS,MS,2010-11-29,1,58507
2,Tipo_B,POUSO ALEGRE,MG,2010-12-01,1,4715
1,Tipo_A,NATAL,RN,2010-12-02,1,9430
14,Tipo_H_6-10,ITATIBA,SP,2010-12-02,1,32677
1,Tipo_A,FREI INOCENCIO,MG,2010-12-03,1,16810
13,Tipo_H_2-5,TRES CORACOES,MG,2010-12-03,1,29520
16,Tipo_I,POUSO ALEGRE,MG,2010-12-06,1,6560
17,Tipo_J_2-8,MOCOCA,SP,2010-12-08,1,17220
13,Tipo_H_2-5,CASTRO,PR,2010-12-09,1,24985.4
2,Tipo_B,EXTERIOR,EX,2010-12-13,1,5018.4
2,Tipo_B,EXTERIOR,EX,2010-12-13,1,10664.1
1,Tipo_A,FERNANDOPOLIS,SP,2010-12-14,1,8200
14,Tipo_H_6-10,PATOS DE MINAS,MG,2010-12-14,1,27675
7,Tipo_F_0-11,TAUBATE,SP,2010-12-15,1,34850
13,Tipo_H_2-5,PANAMBI,RS,2010-12-15,1,16810
13,Tipo_H_2-5,PIRES DO RIO,GO,2010-12-16,1,22960
1,Tipo_A,GUARUJA,SP,2010-12-16,1,9409.5
1,Tipo_A,GUARUJA,SP,2010-12-16,1,9409.5
1,Tipo_A,GUARUJA,SP,2010-12-16,1,4530.5
1,Tipo_A,GUARUJA,SP,2010-12-16,1,4530.5
16,Tipo_I,GUARUJA,SP,2010-12-16,1,6956.06
19,Tipo_K,GUARUJA,SP,2010-12-16,1,17564.4
19,Tipo_K,GUARUJA,SP,2010-12-16,1,7841.25
17,Tipo_J_2-8,GUARUJA,SP,2010-12-16,1,17564.4
17,Tipo_J_2-8,GUARUJA,SP,2010-12-16,1,17564.4
17,Tipo_J_2-8,GUARUJA,SP,2010-12-16,1,7841.25
17,Tipo_J_2-8,GUARUJA,SP,2010-12-16,1,12058.1
17,Tipo_J_2-8,GUARUJA,SP,2010-12-16,1,12058.1
1,Tipo_A,FOZ DO IGUACU,PR,2010-12-17,1,4182
2,Tipo_B,FOZ DO IGUACU,PR,2010-12-17,1,5227.5
2,Tipo_B,FOZ DO IGUACU,PR,2010-12-17,1,5785.1
1,Tipo_A,SAO CARLOS,SP,2010-12-22,1,10660
14,Tipo_H_6-10,CASTRO,PR,2010-12-22,1,30914
7,Tipo_F_0-11,CHAPADAO DO SUL,MS,2010-12-23,1,33620
13,Tipo_H_2-5,PATOS DE MINAS,MG,2010-12-23,1,23326.95
13,Tipo_H_2-5,PATOS DE MINAS,MG,2010-12-23,1,23326.95
7,Tipo_F_0-11,PLANALTO DA SERR,MT,2010-12-23,1,27675
1,Tipo_A,BELEM,PA,2010-12-23,1,16400
1,Tipo_A,BELEM,PA,2010-12-23,1,16400
7,Tipo_F_0-11,PARISI,SP,2011-01-05,1,45100
13,Tipo_H_2-5,LORENA,SP,2011-01-06,1,18450
13,Tipo_H_2-5,CAMPINAS,SP,2011-01-11,1,11480
1,Tipo_A,AGUA FRIA DE GOI,GO,2011-01-13,1,8200
19,Tipo_K,ESTRELA,RS,2011-01-26,1,14760
13,Tipo_H_2-5,PATOS DE MINAS,MG,2011-01-27,1,23326.95
14,Tipo_H_6-10,CURVELO,MG,2011-01-27,1,36900
13,Tipo_H_2-5,INDEPENDENCIA,RS,2011-01-28,1,26149.7877
14,Tipo_H_6-10,CACHOEIRA DO SUL,RS,2011-01-28,1,38540
17,Tipo_J_2-8,ESTRELA,RS,2011-01-31,1,12328.9419
13,Tipo_H_2-5,SAO GONCALO DO S,MG,2011-02-01,1,26650
1,Tipo_A,RECIFE,PE,2011-02-04,1,8979
1,Tipo_A,RECIFE,PE,2011-02-04,1,8979
16,Tipo_I,FRUTAL,MG,2011-02-04,1,6560
13,Tipo_H_2-5,COROMANDEL,MG,2011-02-08,1,15599.8645
17,Tipo_J_2-8,ESTRELA,RS,2011-02-08,1,18316.996
13,Tipo_H_2-5,PATOS DE MINAS,MG,2011-02-11,1,23326.95
13,Tipo_H_2-5,MORRO DA GARCA,MG,2011-02-11,1,28700
7,Tipo_F_0-11,ARUJA,SP,2011-02-14,1,40526.6632
1,Tipo_A,CUIABA,MT,2011-02-15,1,16810
13,Tipo_H_2-5,POUSO ALEGRE,MG,2011-02-16,1,13684.98
13,Tipo_H_2-5,PIRES DO RIO,GO,2011-02-17,1,22140
16,Tipo_I,PIRES DO RIO,GO,2011-02-17,1,6232
1,Tipo_A,LOANDA,PR,2011-02-18,1,20459
2,Tipo_B,ESTRELA,RS,2011-02-18,1,6929.2993
14,Tipo_H_6-10,SAO JOAO DO CAIU,PR,2011-02-18,1,38950
17,Tipo_J_2-8,ESTRELA,RS,2011-02-18,1,12328.9419
1,Tipo_A,BUJARU,PA,2011-02-18,1,14350
13,Tipo_H_2-5,PIRES DO RIO,GO,2011-02-22,1,20090
13,Tipo_H_2-5,PIRES DO RIO,GO,2011-02-22,1,22140
1,Tipo_A,TAMBAU,SP,2011-02-22,1,8200
7,Tipo_F_0-11,PEROBAL,PR,2011-02-22,1,29520
13,Tipo_H_2-5,PATOS DE MINAS,MG,2011-02-22,1,23656.8565
13,Tipo_H_2-5,PATOS DE MINAS,MG,2011-02-22,1,23656.8565
13,Tipo_H_2-5,TAMBAU,SP,2011-02-22,1,10250
9,Tipo_F_15-20,GOIANIA,GO,2011-02-23,1,71750
1,Tipo_A,SANTO ANTONIO DO,MG,2011-02-24,1,9430
7,Tipo_F_0-11,CAMAPUA,MS,2011-02-25,1,41000
1,Tipo_A,FREI INOCENCIO,MG,2011-02-28,1,1386.6282
14,Tipo_H_6-10,PATROCINIO,MG,2011-03-01,1,20754.2
16,Tipo_I,POUSO ALEGRE,MG,2011-03-01,1,7462
17,Tipo_J_2-8,CASTRO,PR,2011-03-02,1,18327
13,Tipo_H_2-5,TRES CORACOES,MG,2011-03-03,1,17220
13,Tipo_H_2-5,TRES CORACOES,MG,2011-03-03,1,17220
13,Tipo_H_2-5,PATOS DE MINAS,MG,2011-03-04,1,14701.7841
13,Tipo_H_2-5,PATOS DE MINAS,MG,2011-03-04,1,23656.8565
14,Tipo_H_6-10,PATOS DE MINAS,MG,2011-03-11,1,39859.38
13,Tipo_H_2-5,PATOS DE MINAS,MG,2011-03-15,1,14701.7841
16,Tipo_I,PATOS DE MINAS,MG,2011-03-15,1,7244.5647
1,Tipo_A,SAPE,PB,2011-03-17,1,13325
7,Tipo_F_0-11,IPUA,SP,2011-03-17,1,30750
17,Tipo_J_2-8,IPUA,SP,2011-03-17,1,10250
2,Tipo_B,MACAE,RJ,2011-03-18,1,8610
1,Tipo_A,PARAGOMINAS,PA,2011-03-21,1,12772.32
1,Tipo_A,IBATE,SP,2011-03-25,1,13858
19,Tipo_K,TAMBAU,SP,2011-03-25,1,11439
17,Tipo_J_2-8,PAPAGAIOS,MG,2011-03-25,1,15580
19,Tipo_K,PORANGATU,GO,2011-03-29,1,9181.13
16,Tipo_I,PATOS DE MINAS,MG,2011-03-30,1,7243.3347
7,Tipo_F_0-11,PORTO VELHO,RO,2011-04-01,1,19680
1,Tipo_A,BRACO DO NORTE,SC,2011-04-06,1,12997.6314
13,Tipo_H_2-5,PATOS DE MINAS,MG,2011-04-06,1,14701.7841
2,Tipo_B,LUIS EDUARDO MAG,BA,2011-04-07,1,6888
7,Tipo_F_0-11,AGUDOS,SP,2011-04-07,1,25625
7,Tipo_F_0-11,VILA BELA DA SAN,MT,2011-04-07,1,48380
9,Tipo_F_15-20,VILA BELA DA SAN,MT,2011-04-07,1,68470
7,Tipo_F_0-11,PIRES DO RIO,GO,2011-04-11,1,24600
7,Tipo_F_0-11,MINEIROS,GO,2011-04-12,1,16400
16,Tipo_I,ITAGUARU,GO,2011-04-20,1,8200
13,Tipo_H_2-5,PAINS,MG,2011-04-20,1,22632
14,Tipo_H_6-10,ALTONIA,PR,2011-04-25,1,36900
19,Tipo_K,PIRES DO RIO,GO,2011-04-26,1,8610
14,Tipo_H_6-10,CASTRO,PR,2011-04-27,1,17810.4
14,Tipo_H_6-10,PATOS DE MINAS,MG,2011-04-28,1,26650
1,Tipo_A,ESTADO ZULIA - V,EX,2011-04-29,1,10901.4367
