CódigoItem,Descricao,Cidade Entrega,UF,Data Emissão NF,Quantidade,Valor
4,Tipo_D,JUARA,MT,2016-11-22,1,9330.37000000
1,Tipo_A,SÃO CARLOS,SP,2018-01-17,1,21320
17,Tipo_J_2-8,PATOS DE MINAS,MG,2015-04-24,1,23780
13,Tipo_H_2-5,PATOS DE MINAS,MG,2015-05-08,1,35444.50000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2015-05-08,1,35444.50000000
7,Tipo_F_0-11,PATOS DE MINAS,MG,2015-06-16,1,54120
13,Tipo_H_2-5,PATOS DE MINAS,MG,2015-06-16,1,27818.50000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2015-07-10,1,36264.50000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2015-08-26,1,38068.50000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2015-09-16,1,38068.50000000
17,Tipo_J_2-8,PATOS DE MINAS,MG,2015-09-16,1,22357.30000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2015-10-22,1,28343.30000000
2,Tipo_B,PATOS DE MINAS,MG,2015-11-17,1,34404.16600000
17,Tipo_J_2-8,PATOS DE MINAS,MG,2015-12-11,1,22354.10200000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2016-01-21,1,27818.50000000
7,Tipo_F_0-11,PATOS DE MINAS,MG,2016-04-28,1,61562.32000000
6,Tipo_F_Mini,PATOS DE MINAS,MG,2016-06-23,1,18355.70000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2016-06-30,1,30645.31880000
1,Tipo_A,PATOS DE MINAS,MG,2016-07-06,1,13580.02000000
6,Tipo_F_Mini,PATOS DE MINAS,MG,2016-07-27,1,18164.37760000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2016-07-27,1,43569.88000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2016-08-10,1,33053.29800000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2016-09-20,1,34430.57000000
18,Tipo_J_9,PATOS DE MINAS,MG,2016-10-04,1,38341.19510000
4,Tipo_D,PATOS DE MINAS,MG,2016-10-10,1,23215.38080000
1,Tipo_A,PATOS DE MINAS,MG,2016-10-10,1,12938.10350000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2016-10-10,1,48620.67000000
1,Tipo_A,PATOS DE MINAS,MG,2016-10-28,1,12938.10350000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2016-10-28,1,33053.29800000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2016-11-29,1,43569.88000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2017-01-10,1,33053.38000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2017-01-10,1,43569.88000000
1,Tipo_A,PATOS DE MINAS,MG,2017-01-13,1,12420.57280000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2017-02-16,1,49612.30420000
9,Tipo_F_15-20,PATOS DE MINAS,MG,2017-03-09,1,117533.88000000
1,Tipo_A,PATOS DE MINAS,MG,2017-03-09,1,11664.50000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2017-03-21,1,39212.40820000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2017-03-30,1,29747.96000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2017-03-30,1,29747.96000000
1,Tipo_A,PATOS DE MINAS,MG,2017-04-25,1,11664.50000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2017-05-05,1,41799.50000000
17,Tipo_J_2-8,PATOS DE MINAS,MG,2017-05-11,1,20319.19000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2017-05-11,1,24600
13,Tipo_H_2-5,PATOS DE MINAS,MG,2017-05-11,1,28022.68000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2017-05-23,1,28022.68000000
4,Tipo_D,PATOS DE MINAS,MG,2017-05-23,1,10647.70000000
4,Tipo_D,PATOS DE MINAS,MG,2017-05-23,1,30258
13,Tipo_H_2-5,PATOS DE MINAS,MG,2017-06-02,1,41799.50000000
1,Tipo_A,PATOS DE MINAS,MG,2017-06-08,1,18311.42000000
17,Tipo_J_2-8,PATOS DE MINAS,MG,2017-07-13,1,20319.16540000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2017-07-27,1,38540
13,Tipo_H_2-5,PATOS DE MINAS,MG,2017-07-31,1,39699.89000000
8,Tipo_F_0-11_Z,PATOS DE MINAS,MG,2017-07-31,1,58462.72000000
1,Tipo_A,PATOS DE MINAS,MG,2017-08-03,1,13333.61000000
17,Tipo_J_2-8,PATOS DE MINAS,MG,2017-08-03,1,26441.72000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2017-08-10,1,39699.89000000
17,Tipo_J_2-8,PATOS DE MINAS,MG,2017-08-17,1,28296.97000000
8,Tipo_F_0-11_Z,PATOS DE MINAS,MG,2017-08-17,1,58462.72000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2017-08-22,1,49692
14,Tipo_H_6-10,PATOS DE MINAS,MG,2017-08-29,1,49692
13,Tipo_H_2-5,PATOS DE MINAS,MG,2017-09-12,1,39699.89000000
8,Tipo_F_0-11_Z,PATOS DE MINAS,MG,2017-09-18,1,62525
15,Tipo_H_12-15,PATOS DE MINAS,MG,2017-10-31,1,53414.80000000
17,Tipo_J_2-8,PATOS DE MINAS,MG,2017-11-06,1,27266.64000000
15,Tipo_H_12-15,PATOS DE MINAS,MG,2017-11-14,1,53414.80000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-01-31,1,33050.92000000
4,Tipo_D,PATOS DE MINAS,MG,2018-02-05,1,12453.88940000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2018-02-05,1,46076.21000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-02-14,1,33050.92000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-02-20,1,38001.67000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-02-28,1,38001.67000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2018-02-28,1,46076.21000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-03-23,1,38001.67000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-03-27,1,31450.49320000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-03-27,1,38001.67000000
8,Tipo_F_0-11_Z,PATOS DE MINAS,MG,2018-04-02,1,40254.02140000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-04-06,1,30984.52000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-04-06,1,30984.52000000
4,Tipo_D,PATOS DE MINAS,MG,2018-04-09,1,23499.15000000
8,Tipo_F_0-11_Z,PATOS DE MINAS,MG,2018-05-04,1,51079.44000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-05-30,1,38001.67000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-05-30,1,38001.67000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-06-11,1,38001.67000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-06-11,1,38001.67000000
7,Tipo_F_0-11,PATOS DE MINAS,MG,2018-06-12,1,41869.20000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-06-21,1,24185.08000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-06-21,1,25718.89000000
1,Tipo_A,PATOS DE MINAS,MG,2018-07-27,1,19074.02000000
1,Tipo_A,PATOS DE MINAS,MG,2018-07-27,1,16632.06000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-07-27,1,38001.67000000
7,Tipo_F_0-11,PATOS DE MINAS,MG,2018-08-07,1,56699.72000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2018-08-07,1,30335.08000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-08-10,1,38001.67000000
8,Tipo_F_0-11_Z,PATOS DE MINAS,MG,2018-08-20,1,50522.66000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-08-20,1,38001.67000000
15,Tipo_H_12-15,PATOS DE MINAS,MG,2018-09-12,1,73283.40000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2018-09-12,1,35302.64000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-09-27,1,37591.67000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-09-27,1,31473.65000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-09-27,1,38001.67000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-09-28,1,38001.67000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-09-28,1,30984.93000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2018-10-26,1,34069.36000000
1,Tipo_A,PATOS DE MINAS,MG,2018-10-26,1,14992.88000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-10-30,1,38001.67000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2018-10-30,1,39750.32000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-10-30,1,38001.67000000
17,Tipo_J_2-8,PATOS DE MINAS,MG,2018-10-30,1,20319.60000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-11-06,1,30984.93000000
7,Tipo_F_0-11,PATOS DE MINAS,MG,2018-11-06,1,59234.34000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2018-11-27,1,46001.18000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-11-27,1,39113.18000000
12,Tipo_G,PATOS DE MINAS,MG,2018-11-30,1,11480
14,Tipo_H_6-10,PATOS DE MINAS,MG,2018-11-30,1,47423.88000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2018-12-04,1,46076.62000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2018-12-04,1,39113.18000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2018-12-13,1,54649.72000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2018-12-28,1,47423.88000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2019-01-31,1,39114
13,Tipo_H_2-5,PATOS DE MINAS,MG,2019-02-01,1,39113.18000000
18,Tipo_J_9,PATOS DE MINAS,MG,2019-02-20,1,42834.34000000
1,Tipo_A,PATOS DE MINAS,MG,2019-02-26,1,13791.99000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2019-02-26,1,39114
13,Tipo_H_2-5,PATOS DE MINAS,MG,2019-03-07,1,39114
13,Tipo_H_2-5,PATOS DE MINAS,MG,2019-03-07,1,39114
14,Tipo_H_6-10,PATOS DE MINAS,MG,2019-03-07,1,49794.50000000
15,Tipo_H_12-15,PATOS DE MINAS,MG,2019-04-16,1,53559.94000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2019-04-30,1,49794.50000000
15,Tipo_H_12-15,PATOS DE MINAS,MG,2019-05-06,1,53559.94000000
4,Tipo_D,PATOS DE MINAS,MG,2019-05-06,1,29643
13,Tipo_H_2-5,PATOS DE MINAS,MG,2019-05-22,1,27014.90000000
8,Tipo_F_0-11_Z,PATOS DE MINAS,MG,2019-06-03,1,46125
7,Tipo_F_0-11,PATOS DE MINAS,MG,2019-06-19,1,37108.28000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2019-07-16,1,55573.04000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2019-07-25,1,44797.42000000
8,Tipo_F_0-11_Z,PATOS DE MINAS,MG,2019-07-25,1,44184.88000000
1,Tipo_A,PATOS DE MINAS,MG,2019-07-30,1,19241.30000000
18,Tipo_J_9,PATOS DE MINAS,MG,2019-07-31,1,33259.20000000
2,Tipo_B,PATOS DE MINAS,MG,2019-08-13,1,47822.40000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2019-08-20,1,44813
14,Tipo_H_6-10,PATOS DE MINAS,MG,2019-08-20,1,42599
2,Tipo_B,PATOS DE MINAS,MG,2019-08-27,1,45923.28000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2019-08-28,1,44813
17,Tipo_J_2-8,PATOS DE MINAS,MG,2019-09-12,1,23993.20000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2019-09-24,1,36982
14,Tipo_H_6-10,PATOS DE MINAS,MG,2019-10-03,1,46384.12000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2019-10-15,1,36982
13,Tipo_H_2-5,PATOS DE MINAS,MG,2019-10-29,1,36982
13,Tipo_H_2-5,PATOS DE MINAS,MG,2019-10-29,1,36982
14,Tipo_H_6-10,PATOS DE MINAS,MG,2019-10-29,1,44813
1,Tipo_A,PATOS DE MINAS,MG,2019-11-20,1,19241.30000000
8,Tipo_F_0-11_Z,PATOS DE MINAS,MG,2019-11-26,1,43902.80000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2019-12-18,1,36982
8,Tipo_F_0-11_Z,PATOS DE MINAS,MG,2019-12-18,1,56475.04000000
18,Tipo_J_9,PATOS DE MINAS,MG,2019-12-18,1,33259.20000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-01-23,1,36982
14,Tipo_H_6-10,PATOS DE MINAS,MG,2020-02-05,1,44813
18,Tipo_J_9,PATOS DE MINAS,MG,2020-02-05,1,33259.20000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-02-14,1,36982
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-02-27,1,31520.80000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-02-27,1,36982
14,Tipo_H_6-10,PATOS DE MINAS,MG,2020-02-28,1,44813
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-03-04,1,31520.80000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2020-03-04,1,47150
1,Tipo_A,PATOS DE MINAS,MG,2020-03-13,1,14022
14,Tipo_H_6-10,PATOS DE MINAS,MG,2020-03-17,1,44813
14,Tipo_H_6-10,PATOS DE MINAS,MG,2020-03-24,1,60114.69200000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-03-31,1,36982
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-03-31,1,36982
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-04-08,1,36982
7,Tipo_F_0-11,PATOS DE MINAS,MG,2020-04-08,1,39852
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-04-23,1,36982
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-04-23,1,36982
14,Tipo_H_6-10,PATOS DE MINAS,MG,2020-04-29,1,34717.98000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2020-04-29,1,44813
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-05-15,1,36982
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-05-15,1,36982
14,Tipo_H_6-10,PATOS DE MINAS,MG,2020-05-15,1,34718.80000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-05-19,1,36982
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-05-19,1,31520.80000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2020-07-24,1,34718.80000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-07-24,1,36982
14,Tipo_H_6-10,PATOS DE MINAS,MG,2020-08-25,1,35096
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-08-31,1,36982
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-08-31,1,36982
15,Tipo_H_12-15,PATOS DE MINAS,MG,2020-08-31,1,58767.35000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2020-09-10,1,44813
14,Tipo_H_6-10,PATOS DE MINAS,MG,2020-09-15,1,44813
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-09-17,1,36982
14,Tipo_H_6-10,PATOS DE MINAS,MG,2020-09-17,1,34718.80000000
13,Tipo_H_2-5,PATOS DE MINAS,MG,2020-09-22,1,36982
7,Tipo_F_0-11,PATOS DE MINAS,MG,2020-11-10,1,61326.16000000
14,Tipo_H_6-10,PATOS DE MINAS,MG,2020-11-10,1,44813
14,Tipo_H_6-10,PATOS DE MINAS,MG,2020-11-17,1,44813
14,Tipo_H_6-10,PATOS DE MINAS,MG,2020-11-20,1,44813
14,Tipo_H_6-10,PATOS DE MINAS,MG,2020-11-30,1,46603.88000000
8,Tipo_F_0-11_Z,PATOS DE MINAS,MG,2020-11-30,1,53445.14000000
8,Tipo_F_0-11_Z,PATOS DE MINAS,MG,2020-12-02,1,63472.10000000
9,Tipo_F_15-20,TUPACIGUARA,MG,2020-05-26,1,96350
1,Tipo_A,UMUARAMA,PR,2018-11-20,1,23489.31000000
14,Tipo_H_6-10,XANXERE,SC,2015-04-17,1,41432.55000000
11,Tipo_F_25-27,ESTRELA D'OESTE,SP,2020-11-30,1,231804.16000000
11,Tipo_F_25-27,ESTRELA D'OESTE,SP,2020-12-03,1,231804.16000000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-03-03,1,17365.58280000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-03-03,1,17365.58280000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-03-03,1,17365.58280000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-03-03,1,17365.58280000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-03-03,1,17365.58280000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-03-03,1,17365.58280000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-03-03,1,17365.58280000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-03-03,1,17365.58280000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-04-01,1,20216.58750000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-04-01,1,20216.58750000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-04-01,1,20216.58750000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-04-01,1,20216.58750000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-04-01,1,20216.58750000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-04-01,1,20216.58750000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-04-01,1,20216.58750000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-04-01,1,20216.58750000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-04-01,1,20216.58750000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-04-01,1,20216.58750000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-04-01,1,20216.58750000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-04-01,1,20216.58750000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-04-01,1,20216.58750000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-04-01,1,20216.58750000
1,Tipo_A,SAO CAETANO DO SUL,SP,2020-04-01,1,20216.60800000
7,Tipo_F_0-11,NOVA ANDRADINA,MS,2015-04-17,1,39264.88000000
7,Tipo_F_0-11,NOVA ANDRADINA,MS,2015-05-08,1,39264.88000000
14,Tipo_H_6-10,NOVA ANDRADINA,MS,2015-06-01,1,34571.61000000
7,Tipo_F_0-11,NOVA ANDRADINA,MS,2015-06-26,1,34046.81000000
4,Tipo_D,NOVA ANDRADINA,MS,2016-12-01,1,8862.56000000
4,Tipo_D,NOVA ANDRADINA,MS,2017-01-11,1,21222.83000000
4,Tipo_D,NOVA ANDRADINA,MS,2017-01-24,1,10520.19000000
4,Tipo_D,NOVA ANDRADINA,MS,2017-02-09,1,20985.44000000
4,Tipo_D,NOVA ANDRADINA,MS,2017-05-15,1,15543.92000000
4,Tipo_D,NOVA ANDRADINA,MS,2017-06-06,1,11847.36000000
8,Tipo_F_0-11_Z,NOVA ANDRADINA,MS,2017-06-06,1,42782.68000000
4,Tipo_D,NOVA ANDRADINA,MS,2017-06-21,1,11623.50000000
8,Tipo_F_0-11_Z,NOVA ANDRADINA,MS,2017-09-27,1,67820.56000000
7,Tipo_F_0-11,NOVA ANDRADINA,MS,2017-10-16,1,38776.98000000
4,Tipo_D,NOVA ANDRADINA,MS,2018-02-21,1,12595.20000000
8,Tipo_F_0-11_Z,NOVA ANDRADINA,MS,2018-02-28,1,64251.10000000
8,Tipo_F_0-11_Z,NOVA ANDRADINA,MS,2018-03-29,1,41500.20000000
18,Tipo_J_9,NOVA ANDRADINA,MS,2018-05-03,1,42193.10000000
17,Tipo_J_2-8,NOVA ANDRADINA,MS,2018-05-03,1,28134.61000000
8,Tipo_F_0-11_Z,NOVA ANDRADINA,MS,2018-05-22,1,65108
8,Tipo_F_0-11_Z,NOVA ANDRADINA,MS,2018-07-20,1,67820.56000000
4,Tipo_D,NOVA ANDRADINA,MS,2018-07-20,1,13249.56000000
8,Tipo_F_0-11_Z,NOVA ANDRADINA,MS,2018-07-27,1,46945
4,Tipo_D,NOVA ANDRADINA,MS,2018-08-09,1,22058
17,Tipo_J_2-8,NOVA ANDRADINA,MS,2018-08-23,1,27028.43000000
2,Tipo_B,NOVA ANDRADINA,MS,2018-08-23,1,39389.52000000
4,Tipo_D,NOVA ANDRADINA,MS,2018-11-14,1,14031.84000000
8,Tipo_F_0-11_Z,NOVA ANDRADINA,MS,2018-11-27,1,42782.68000000
17,Tipo_J_2-8,NOVA ANDRADINA,MS,2019-01-11,1,27028.43000000
8,Tipo_F_0-11_Z,NOVA ANDRADINA,MS,2019-04-24,1,57575.07000000
15,Tipo_H_12-15,NOVA ANDRADINA,MS,2019-05-08,1,57978.10000000
8,Tipo_F_0-11_Z,NOVA ANDRADINA,MS,2019-05-21,1,43125.03000000
8,Tipo_F_0-11_Z,NOVA ANDRADINA,MS,2019-05-24,1,52521
4,Tipo_D,NOVA ANDRADINA,MS,2019-06-26,1,25416.31000000
4,Tipo_D,NOVA ANDRADINA,MS,2019-07-24,1,31704.07000000
18,Tipo_J_9,NOVA ANDRADINA,MS,2019-07-31,1,43103.71000000
8,Tipo_F_0-11_Z,NOVA ANDRADINA,MS,2019-08-27,1,45561.66000000
8,Tipo_F_0-11_Z,NOVA ANDRADINA,MS,2019-11-05,1,43874.10000000
4,Tipo_D,NOVA ANDRADINA,MS,2019-12-04,1,29524.10000000
8,Tipo_F_0-11_Z,NOVA ANDRADINA,MS,2020-02-03,1,44330.43000000
8,Tipo_F_0-11_Z,NOVA ANDRADINA,MS,2020-02-14,1,43009
4,Tipo_D,NOVA ANDRADINA,MS,2020-03-23,1,16358.18000000
4,Tipo_D,NOVA ANDRADINA,MS,2020-03-23,1,15026.09000000
8,Tipo_F_0-11_Z,NOVA ANDRADINA,MS,2020-03-31,1,69546.66000000
8,Tipo_F_0-11_Z,NOVA ANDRADINA,MS,2020-05-13,1,41280.03000000
13,Tipo_H_2-5,NOVA ANDRADINA,MS,2020-07-28,1,25167.03000000
7,Tipo_F_0-11,NOVA ANDRADINA,MS,2020-08-12,1,39198.87000000
7,Tipo_F_0-11,NOVA ANDRADINA,MS,2020-09-29,1,59913.30000000
13,Tipo_H_2-5,NOVA ANDRADINA,MS,2020-09-29,1,34093.14000000
4,Tipo_D,NOVA ANDRADINA,MS,2020-11-30,1,10180.30000000
8,Tipo_F_0-11_Z,CARATINGA,MG,2018-08-03,1,55350
17,Tipo_J_2-8,VIDEIRA,SC,2017-11-16,1,29057.93000000
17,Tipo_J_2-8,VIDEIRA,SC,2018-12-17,1,31250.20000000
1,Tipo_A,PIRACICABA,SP,2015-06-17,1,28180.53000000
7,Tipo_F_0-11,PENÁPOLIS,SP,2015-05-29,1,50266
7,Tipo_F_0-11,PENÁPOLIS,SP,2015-05-29,1,50266
7,Tipo_F_0-11,PENÁPOLIS,SP,2015-08-19,1,36572
4,Tipo_D,PENÁPOLIS,SP,2016-04-18,1,22057.59000000
1,Tipo_A,PENÁPOLIS,SP,2016-04-28,1,14460.70000000
1,Tipo_A,PENÁPOLIS,SP,2016-08-04,1,11676.80000000
1,Tipo_A,PENÁPOLIS,SP,2016-08-31,1,14460.70000000
4,Tipo_D,LOANDA,PR,2019-11-13,1,12956
4,Tipo_D,PARAUNA,GO,2015-05-13,1,29937.79000000
3,Tipo_C,MONTIVIDIU,GO,2016-07-26,1,87125
1,Tipo_A,PARANAPANEMA,SP,2019-09-13,1,26588.50000000
4,Tipo_D,CACERES,MT,2018-11-20,1,32800
9,Tipo_F_15-20,CACERES,MT,2018-11-20,1,98359
11,Tipo_F_25-27,CACERES,MT,2020-02-26,1,190650
6,Tipo_F_Mini,SANTA ROSA,RS,2016-05-31,1,20795.20000000
4,Tipo_D,Ji-Parana,RO,2015-09-21,1,21780.43000000
4,Tipo_D,Ji-Parana,RO,2015-09-21,1,21780.43000000
18,Tipo_J_9,GOIÂNIA,GO,2020-07-23,1,39688
4,Tipo_D,CAMPO GRANDE,MS,2015-04-30,1,19041.87600000
4,Tipo_D,CAMPO GRANDE,MS,2015-04-30,1,19041.87600000
4,Tipo_D,CAMPO GRANDE,MS,2015-04-30,1,19041.87600000
4,Tipo_D,CAMPO GRANDE,MS,2015-04-30,1,19041.87600000
7,Tipo_F_0-11,CAMPO GRANDE,MS,2015-05-20,1,55030.20000000
4,Tipo_D,CAMPO GRANDE,MS,2015-07-01,1,19041.87600000
4,Tipo_D,CAMPO GRANDE,MS,2015-07-01,1,19041.87600000
7,Tipo_F_0-11,CAMPO GRANDE,MS,2015-07-02,1,37847.10000000
7,Tipo_F_0-11,CAMPO GRANDE,MS,2015-07-02,1,48915.46000000
7,Tipo_F_0-11,CAMPO GRANDE,MS,2015-07-17,1,36387.36880000
17,Tipo_J_2-8,CAMPO GRANDE,MS,2015-07-22,1,21605.96680000
4,Tipo_D,CAMPO GRANDE,MS,2015-08-21,1,19041.87600000
7,Tipo_F_0-11,CAMPO GRANDE,MS,2015-09-01,1,38995.75600000
4,Tipo_D,CAMPO GRANDE,MS,2015-09-18,1,19041.87600000
4,Tipo_D,CAMPO GRANDE,MS,2015-10-08,1,19041.87600000
4,Tipo_D,CAMPO GRANDE,MS,2015-10-20,1,19041.87600000
1,Tipo_A,CAMPO GRANDE,MS,2015-11-17,1,16509.52330000
4,Tipo_D,CAMPO GRANDE,MS,2016-02-15,1,20430.50500000
4,Tipo_D,CAMPO GRANDE,MS,2016-02-19,1,27198.47340000
4,Tipo_D,CAMPO GRANDE,MS,2016-02-23,1,20430.50500000
2,Tipo_B,CAMPO GRANDE,MS,2016-04-19,1,35892.10110000
18,Tipo_J_9,CAMPO GRANDE,MS,2016-06-20,1,35513.51940000
9,Tipo_F_15-20,CAMPO GRANDE,MS,2016-07-14,1,85059.13300000
14,Tipo_H_6-10,CAMPO GRANDE,MS,2016-07-26,1,30763.19380000
9,Tipo_F_15-20,CAMPO GRANDE,MS,2016-07-26,1,85059.13300000
4,Tipo_D,CAMPO GRANDE,MS,2016-09-05,1,20430.50500000
17,Tipo_J_2-8,CAMPO GRANDE,MS,2016-09-27,1,23320.89840000
18,Tipo_J_9,CAMPO GRANDE,MS,2016-09-27,1,36956.70710000
15,Tipo_H_12-15,ANDRADINA,SP,2015-07-08,1,52229.90000000
11,Tipo_F_25-27,IACIARA,GO,2016-06-07,1,233448.39940000
11,Tipo_F_25-27,IACIARA,GO,2017-05-18,1,246000
11,Tipo_F_25-27,IACIARA,GO,2017-05-18,1,246000
11,Tipo_F_25-27,LUCAS DO RIO VERDE,MT,2016-06-23,1,233820.95000000
11,Tipo_F_25-27,LUCAS DO RIO VERDE,MT,2016-07-25,1,233820.95000000
2,Tipo_B,SÃO PEDRO,SP,2020-09-09,1,53300
4,Tipo_D,IPAMERI,GO,2019-11-29,1,16400
14,Tipo_H_6-10,BOM JESUS DO ARAGUAIA,MT,2019-08-21,1,43050
4,Tipo_D,IPAMERI,GO,2020-10-27,1,17220
9,Tipo_F_15-20,SAPEZAL,MT,2020-11-13,1,134070
7,Tipo_F_0-11,JUARA,MT,2015-06-24,1,34392.85000000
